id_bin	bin	CDS_total	CDS_hypothetical	X16S	X23S	X5S	unique_tRNA	checkm_marker_lineage	Completeness	Contamination	Strain_heterogeneity	Genome_size_bp	ambiguous_bases	scaffolds	contigs	N50_scaffolds_	N50_contigs_	Mean_scaffold_length_bp	Mean_contig_length_bp	Longest_scaffold_bp	Longest_contig_bp	GC	GC_std_scaffolds__1kbp	Coding_density	predicted_genes	gtdb_classification	fastani_ani	fastani_af	closest_placement_reference	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	msa_percent	red_value	gtdb_warning	silva_taxonomy	mags_workflow_name	mags_workflow_date	MAG_status	cov_long	cov_ilm	Rabund_long	Rabund_ilm	cmseq_covered_bases	cmseq_polymorphic_bases	percent_snp_rate	cMAG_status	kaiju_domain	kaiju_phylum	AMR_count	VIR_count	secondary_cluster
pbccs-il_bin.0054	bin.0054	3303	1742	2	2	2	16	o__Clostridiales (UID1212)	73.41	24.33	0	3271197	89	81	81	48904	48904	40385	40384	226307	226307	42	1.49	84.91	3345	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__;f__;g__;s__	taxonomic novelty determined using RED	54.06	0.6196650988840458	Genome has more than 20.8% of markers with multiple hits	JX576054.1.1277 Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae;HN-HF0106;uncultured Firmicutes bacterium	pbccs-il	2022-02-23	Contaminated	3.7028935	2.3158197	0.06744053	0.047493577	98456	4887	4.96363857967011	N	Bacteria	 Firmicutes	0	0	NA
pbccs-il_bin.0055	bin.0055	2390	997	2	1	1	21	c__Deltaproteobacteria (UID3217)	96.33	0	0	2599151	15	22	22	176544	176544	118143	118142	309578	309575	52	1.76	88.09	2354	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus;s__Desulfobulbus sp012729435	99.77	0.86	GCA_012729435.1	99.77	0.86	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus;s__	taxonomic classification defined by topology and ANI	88.78	N/A	N/A	GQ138500.1.1420 Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Desulfobulbus;uncultured bacterium	pbccs-il	2022-02-23	HQ	3.715201	5.176149	0.06766469	0.10615414	220417	996	0.451870772218114	N	Bacteria	 Proteobacteria	0	0	45_1
pbccs-il_bin.0056	bin.0056	1832	1002	2	2	2	20	c__Clostridia (UID1118)	85.75	1.61	50	2303356	0	15	15	394380	394380	153557	153557	1010967	1010967	32.2	3.03	88.41	1764	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__DTU072;g__JAAZJD01;s__JAAZJD01 sp012800525	99.48	0.96	GCA_012800525.1	99.48	0.96	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__DTU072;g__JAAZJD01;s__	taxonomic classification defined by topology and ANI	86.02	N/A	N/A	GQ136544.1.1337 Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;uncultured bacterium	pbccs-il	2022-02-23	MQ	8.090089	25.403723	0.14734422	0.5209878	2197041	5133	0.233632417419611	N	Bacteria	 Firmicutes	0	0	66_1
pbccs-il_bin.0057	bin.0057	1384	543	3	2	2	15	p__Firmicutes (UID241)	72.67	0.85	100	1308098	18	20	20	92026	92026	65404	65404	219199	219199	56.8	1.46	90.72	1373	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU010;f__DTU010;g__DTU010;s__DTU010 sp900018335	99.54	0.77	GCA_900018335.1	99.54	0.77	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU010;f__DTU010;g__DTU010;s__	taxonomic classification defined by topology and ANI	75.14	N/A	N/A	JF417943.1.1500 Bacteria;Firmicutes;Limnochordia;MBA03;uncultured bacterium	pbccs-il	2022-02-23	MQ	4.1404424	4.8223343	0.07540958	0.09889799	105948	906	0.855136482047797	N	Bacteria	 Firmicutes	0	0	74_1
pbccs-il_bin.0058	bin.0058	2505	1033	4	4	4	21	o__Clostridiales (UID1120)	99.07	4.2	83.33	2566859	0	19	19	176551	176551	135097	135097	502470	502470	39.1	1.08	89.01	2423	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__Sedimentibacter sp012520455	99.89	0.98	GCA_012520455.1	99.89	0.98	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	taxonomic classification defined by topology and ANI	96.55	N/A	N/A	FJ825495.1.1386 Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Sedimentibacteraceae;Sedimentibacter;uncultured bacterium	pbccs-il	2022-02-23	HQ	102.74833	67.42517	1.8713479	1.3827771	2430738	3615	0.148720265203407	N	Bacteria	 Firmicutes	0	0	87_1
pbccs-il_bin.0059	bin.0059	2690	1414	2	2	2	20	p__Bacteroidetes (UID2605)	96.19	1.9	0	3279323	0	4	4	3244108	3244108	819830	819830	3244108	3244108	44.3	0.83	89.16	2624	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__BBW3;g__MWFE01;s__MWFE01 sp002071445	99.94	0.99	GCA_002071445.1	99.94	0.99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__BBW3;g__;s__	taxonomic classification defined by topology and ANI	95.99	N/A	N/A	HM748809.1.1486 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Williamwhitmaniaceae;Blvii28 wastewater-sludge group;uncultured bacterium	pbccs-il	2022-02-23	HQ	214.61652	261.9408	3.908795	5.3719664	3278864	114	0.00347681392091895	N	Bacteria	 Bacteroidetes	1	0	156_1
pbccs-il_bin.0060	bin.0060	1288	638	1	1	1	16	k__Bacteria (UID2328)	65.33	0	0	1339732	2	12	12	152114	152114	111644	111644	248842	248842	41.7	1.52	89.62	1249	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__UBA1427;s__UBA1427 sp002329485	97.5	0.76	GCA_002329485.1	97.5	0.76	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__UBA1427;s__	taxonomic classification defined by topology and ANI	56.12	N/A	N/A	CU922628.1.1357 Bacteria;Firmicutes;Bacilli;Izemoplasmatales;uncultured bacterium	pbccs-il	2022-02-23	MQ	4.850716	8.654533	0.08834574	0.17748997	603365	26498	4.39170319789845	N	Bacteria	 Tenericutes	0	0	26_1
pbccs-il_bin.0061	bin.0061	2876	1563	2	2	2	20	p__Bacteroidetes (UID2605)	97.86	3.33	33.33	3428345	0	15	15	527662	527662	228556	228556	764695	764695	44.9	2.33	88.22	2861	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__LD21 sp012519515	99.4	0.9	GCA_012519515.1	99.4	0.9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	taxonomic classification defined by topology and ANI	97.04	N/A	N/A	AB603812.1.1396 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes vadinHA17;uncultured Bacteroidetes bacterium	pbccs-il	2022-02-23	HQ	58.234512	36.37967	1.0606209	0.746086	3365965	20439	0.607225565328219	N	Bacteria	 Bacteroidetes	0	0	140_1
pbccs-il_bin.0062	bin.0062	3338	1790	5	5	5	20	o__Clostridiales (UID1120)	90.21	4.55	25	3716457	33	17	17	339807	339807	218615	218613	845565	845547	43.6	1.1	87.97	3275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__JAAYHZ01;f__JAAYHZ01;g__JAAYHZ01;s__JAAYHZ01 sp012744235	99.4	0.91	GCA_012744235.1	99.4	0.91	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	89.26	N/A	N/A	JF417906.1.1502 Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae;uncultured;uncultured bacterium	pbccs-il	2022-02-23	HQ	5.5355597	5.267439	0.100818746	0.10802635	376918	3160	0.838378639385755	N	Bacteria	 Firmicutes	0	0	106_1
pbccs-il_bin.0063	bin.0063	3763	1958	5	5	5	19	c__Clostridia (UID1118)	92.74	8.06	0	3913648	14	56	56	143551	143551	69886	69886	537741	537739	34.3	1.51	87.26	3729	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lutisporales;f__Lutisporaceae;g__;s__	N/A	N/A	GCA_012522255.1	76.35	0.11	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lutisporales;f__Lutisporaceae;g__;s__	taxonomic classification defined by topology and ANI	85.39	0.8337906307740881	N/A	FJ535543.1.1610 Bacteria;Firmicutes;Clostridia;Gracilibacteraceae;Lutispora;uncultured bacterium	pbccs-il	2022-02-23	MQ	11.87691	8.275014	0.21631332	0.16970666	1351120	19937	1.47559062111433	N	Bacteria	 Firmicutes	2	0	85_1
pbccs-il_bin.0064	bin.0064	761	421	1	1	0	15	k__Bacteria (UID1452)	51.76	0	0	738702	24	6	6	116260	116250	123117	123113	173475	173472	41.6	1.38	85.14	736	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__0-14-0-10-38-17;f__0-14-0-10-38-17;g__;s__	N/A	N/A	GCA_002774085.1	75.36	0.11	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	55.37	0.7971875821585388	N/A	KC763875.1.1327 Bacteria;Patescibacteria;Microgenomatia;Candidatus Woesebacteria;uncultured bacterium	pbccs-il	2022-02-23	MQ	5.3320446	3.7146401	0.09711214	0.07618105	23960	662	2.76293823038397	N	Bacteria	 Proteobacteria	0	0	12_1
pbccs-il_bin.0065	bin.0065	2216	1071	2	2	2	18	k__Bacteria (UID2328)	98.67	5.33	100	2370916	3	18	18	598178	598178	131717	131717	612546	612546	35.8	1.52	90.23	2165	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__DTU067;s__DTU067 sp012841865	98.98	0.86	GCA_012841865.1	98.98	0.86	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__DTU067;s__	taxonomic classification defined by topology and ANI	89.36	N/A	N/A	FN667374.1.1462 Bacteria;Firmicutes;Bacilli;Izemoplasmatales;uncultured compost bacterium	pbccs-il	2022-02-23	MQ	9.189204	12.911317	0.1673623	0.26478946	1566171	8571	0.547258249578111	N	Bacteria	 Firmicutes	2	0	22_1
pbccs-il_bin.0066	bin.0066	2230	1169	1	1	1	18	k__Bacteria (UID2570)	54.17	12.11	0	2322856	79	67	67	40114	40114	34669	34668	155872	155872	46.2	2.2	87.43	2305	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__	ANI	43.95	0.9789898892623443	Genome has more than 10.8% of markers with multiple hits	GU476602.1.1490 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Petrimonas;bacterium enrichment culture clone BBMC-2	pbccs-il	2022-02-23	Contaminated	3.6102085	1.9836705	0.06575247	0.040681757	24627	308	1.25065984488569	N	Bacteria	 Bacteroidetes	0	0	NA
pbccs-il_bin.0067	bin.0067	1643	973	0	0	0	15	c__Deltaproteobacteria (UID3216)	48.11	0.65	0	1866311	83	25	25	113783	113783	74652	74649	298484	298482	50.4	0.84	91.14	1610	d__Bacteria;p__Myxococcota;c__UBA9042;o__DTJE01;f__DTJE01;g__DUVQ01;s__DUVQ01 sp012840965	99.02	0.86	GCA_012840965.1	99.02	0.86	d__Bacteria;p__Myxococcota;c__UBA9042;o__DTJE01;f__DTJE01;g__;s__	taxonomic classification defined by topology and ANI	50.57	N/A	N/A	NA	pbccs-il	2022-02-23	LQ	3.5539856	2.8180435	0.06472848	0.057793345	15913	455	2.8592974297744	N	Bacteria	 Proteobacteria	0	0	NA
pbccs-il_bin.0068	bin.0068	2297	972	2	2	2	21	k__Bacteria (UID209)	100	2.54	0	2363887	3	20	20	521271	521271	118194	118194	812380	812380	45.9	3.13	89.85	2285	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Acetomicrobiaceae;g__Acetomicrobium;s__Acetomicrobium sp012518015	99.58	0.96	GCA_012518015.1	99.58	0.96	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Acetomicrobiaceae;g__Acetomicrobium;s__	taxonomic classification defined by topology and ANI	89.78	N/A	N/A	EU878326.1.1524 Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Acetomicrobium;uncultured bacterium	pbccs-il	2022-02-23	HQ	16.67161	13.678159	0.30363882	0.2805161	1634442	22048	1.34896190871258	N	Bacteria	 Synergistetes	0	0	35_1
pbccs-il_bin.0069	bin.0069	2583	1050	3	3	3	21	p__Firmicutes (UID241)	95.73	3.39	0	2635527	13	10	10	621726	621726	263552	263551	844248	844235	52.7	0.98	91.78	2546	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU010;f__DTU010;g__UBA5420;s__UBA5420 sp012518325	99.81	0.98	GCA_012518325.1	99.81	0.98	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU010;f__DTU010;g__UBA5420;s__	taxonomic classification defined by topology and ANI	93.43	N/A	N/A	HQ156145.1.1410 Bacteria;Firmicutes;Limnochordia;MBA03;uncultured prokaryote	pbccs-il	2022-02-23	HQ	15.751512	15.372081	0.28688115	0.3152556	2209294	10905	0.493596596921913	N	Bacteria	 Firmicutes	0	0	75_1
pbccs-il_bin.0070	bin.0070	1863	880	2	2	2	20	k__Bacteria (UID2328)	98.56	2.67	100	1905119	0	5	5	1201235	1201235	381023	381023	1201235	1201235	45.6	1.49	90.74	1756	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__DTU067;s__DTU067 sp001512995	99.61	0.96	GCA_001512995.1	99.61	0.96	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__DTU067;s__	taxonomic classification defined by topology and ANI	92.75	N/A	N/A	FN667374.1.1462 Bacteria;Firmicutes;Bacilli;Izemoplasmatales;uncultured compost bacterium	pbccs-il	2022-02-23	HQ	6.739975	13.377401	0.12275468	0.27434808	1406930	2604	0.185083835016668	N	Bacteria	 Firmicutes	0	0	23_1
pbccs-il_bin.0071	bin.0071	2768	1277	4	4	4	21	p__Firmicutes (UID1022)	100	0.63	0	2916299	25	6	6	1530436	1530422	486049	486045	1530436	1530422	49.7	1.73	82.36	2761	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae;g__DTU098;s__DTU098 sp002305915	99.24	0.95	GCA_002305915.1	99.24	0.95	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae;g__DTU098;s__	taxonomic classification defined by topology and ANI	94.8	N/A	N/A	KC333938.1.1497 Bacteria;Firmicutes;Desulfotomaculia;Desulfotomaculales;Pelotomaculum;uncultured bacterium	pbccs-il	2022-02-23	HQ	8.18737	6.7283325	0.14911598	0.13798682	624229	4423	0.708554072303594	N	Bacteria	 Firmicutes	0	0	96_1
pbccs-il_bin.0072	bin.0072	3382	1844	2	2	2	20	k__Bacteria (UID2569)	99.46	3.23	71.43	3902814	47	29	29	407350	407337	134579	134578	626204	626204	42.4	6.66	88.76	3300	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Mariniphaga;s__	N/A	N/A	GCF_900129025.1	76.68	0.13	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Mariniphaga;s__	taxonomic classification defined by topology and ANI	95.18	0.9621561621655756	N/A	HQ183937.1.1486 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;Mariniphaga;uncultured Bacteroidetes bacterium	pbccs-il	2022-02-23	HQ	10.1093025	8.401894	0.18411998	0.17230876	1394975	8719	0.625029122385706	N	Bacteria	 Bacteroidetes	1	0	111_1
pbccs-il_bin.0073	bin.0073	1896	693	3	3	0	20	k__Bacteria (UID209)	98.28	1.72	100	2064191	0	12	12	490101	490101	172015	172015	897036	897036	31.4	1.28	88.27	1834	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Petrotogales;f__Petrotogaceae;g__Defluviitoga;s__Defluviitoga tunisiensis	98.75	0.89	GCF_000953715.1	98.75	0.89	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Petrotogales;f__Petrotogaceae;g__;s__	taxonomic classification defined by topology and ANI	93.27	N/A	N/A	LN824141.1873567.1875066 Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Defluviitoga;Defluviitoga tunisiensis	pbccs-il	2022-02-23	MQ	34.066402	23.993084	0.6204489	0.49205792	1835382	19853	1.08168217842389	N	Bacteria	 Thermotogae	0	0	34_1
pbccs-il_bin.0074	bin.0074	5149	3343	1	1	1	20	k__Bacteria (UID2495)	85.96	1.69	0	6094396	172	43	43	204808	204808	141730	141726	415665	415651	58.5	1.49	82.03	4972	d__Bacteria;p__OLB16;c__OLB16;o__SURF-12;f__SURF-12;g__JABLXU01;s__	N/A	N/A	GCA_013177805.1	81.78	0.63	d__Bacteria;p__OLB16;c__OLB16;o__SURF-12;f__SURF-12;g__;s__	taxonomic classification defined by topology and ANI	76.51	0.9389131294386344	N/A	EU245611.1.1515 Bacteria;Sumerlaeota;Sumerlaeia;uncultured;uncultured organism	pbccs-il	2022-02-23	MQ	3.5462916	2.6595147	0.06458835	0.054542184	36523	506	1.38542836021137	N	Bacteria	 Proteobacteria	0	0	59_1
pbccs-il_bin.0075	bin.0075	1585	762	3	1	1	18	o__Bacteroidales (UID2657)	76.68	1.43	20	1755632	45	27	27	69944	69944	65023	65021	211589	211589	45.9	1.7	91.36	1568	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA1179;s__UBA1179 sp002340405	98.26	0.78	GCA_002340405.1	98.26	0.78	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA1179;s__	taxonomic classification defined by topology and ANI	80.25	N/A	N/A	GQ458213.1.1491 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidales UCG-001;uncultured bacterium	pbccs-il	2022-02-23	MQ	3.7456727	3.0194983	0.06821967	0.06192485	25763	205	0.795714784768855	N	Bacteria	 Bacteroidetes	0	0	133_1
pbccs-il_bin.0076	bin.0076	3767	1742	2	2	2	21	c__Deltaproteobacteria (UID3216)	98.71	9.03	66.67	4061692	0	22	22	860987	860987	184622	184622	1653372	1653372	57.3	1.71	86.86	3699	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__UBA1062;s__UBA1062 sp002316295	99.36	0.97	GCA_002316295.1	99.36	0.97	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__UBA1062;s__	taxonomic classification defined by topology and ANI	88.88	N/A	N/A	CU918113.1.1382 Bacteria;SAR324 clade(Marine group B);uncultured bacterium	pbccs-il	2022-02-23	MQ	66.504036	62.33399	1.2112333	1.2783656	3988201	11117	0.278747234655425	N	Bacteria	 Proteobacteria	0	0	150_1
pbccs-il_bin.0077	bin.0077	4371	2588	2	2	2	21	k__Bacteria (UID1452)	95.37	3.87	0	5346040	60	16	16	1872865	1872862	334127	334123	2024675	2024654	56	2.16	88.9	4426	d__Bacteria;p__Armatimonadota;c__UBA5829;o__UBA5829;f__UBA5829;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Armatimonadota;c__UBA5829;o__UBA5829;f__UBA5829;g__;s__	taxonomic novelty determined using RED	89.84	0.8397836473292033	N/A	CU927522.1.1345 Bacteria;Armatimonadota;uncultured;uncultured bacterium	pbccs-il	2022-02-23	HQ	8.274198	5.8837824	0.15069737	0.12066652	632928	2043	0.32278553010769	N	Bacteria	 Bacteroidetes	0	0	78_1
pbccs-il_bin.0078	bin.0078	1413	737	2	4	4	16	c__Clostridia (UID1085)	27.35	4.29	0	1359612	53	55	55	26963	26963	24720	24719	63183	63183	44.4	1.29	86.86	1437	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__DRI-13;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__DRI-13;f__;g__;s__	taxonomic classification fully defined by topology	44.23	0.6505310199613711	N/A	EU358737.1.1491 Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;uncultured;uncultured bacterium	pbccs-il	2022-02-23	LQ	3.2218213	1.4440321	0.0586788	0.029614678	9489	395	4.16271472231004	N	Bacteria	 Firmicutes	0	0	NA
pbccs-il_bin.0079	bin.0079	1710	799	1	1	1	21	k__Bacteria (UID1452)	98.18	2.73	33.33	1932778	3	8	8	1246393	1246393	241597	241596	1246393	1246393	47.1	0.81	91.19	1658	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__T78 sp012839565	96.58	0.89	GCA_012839565.1	96.58	0.89	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__	taxonomic classification defined by topology and ANI	88.84	N/A	N/A	JX542548.1.1459 Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured bacterium	pbccs-il	2022-02-23	HQ	14.675705	16.666187	0.26728755	0.34179556	1688849	18259	1.08115053506856	N	Bacteria	 Chloroflexi	0	0	121_1
pbccs-il_bin.0080	bin.0080	621	239	1	1	1	18	k__Bacteria (UID2328)	70.42	0	0	619874	14	8	8	164321	164321	77484	77482	194173	194172	31.3	0.64	91.57	601	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__UBA5453;g__UBA5453;s__UBA5453 sp002427375	99.46	0.93	GCA_012839355.1	99.46	0.93	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__UBA5453;g__UBA5453;s__	taxonomic classification defined by topology and ANI	57.51	N/A	N/A	KJ734840.1.1480 Bacteria;Firmicutes;Bacilli;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;uncultured prokaryote	pbccs-il	2022-02-23	MQ	3.3324707	3.8308787	0.060694046	0.078564905	25736	177	0.687752564501088	N	Bacteria	 Tenericutes	0	0	29_1
pbccs-il_bin.0081	bin.0081	583	261	2	1	1	20	k__Bacteria (UID203)	70.82	0	0	541721	0	2	2	511337	511337	270860	270860	511337	511337	31.9	0.96	86.66	534	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__UBA6257;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__UBA6257;g__;s__	taxonomic classification fully defined by topology	64.9	0.7700983535388932	N/A	FMJJ01000012.131284.134557 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus	pbccs-il	2022-02-23	MQ	14.911619	6.93433	0.27158427	0.1422115	139598	2146	1.53727130761186	N	Bacteria	 Actinobacteria	0	0	17_1
pbccs-il_bin.0082	bin.0082	3418	1914	4	4	4	20	p__Firmicutes (UID239)	93.63	2.23	0	3737654	17	2	2	3724726	3724709	1868827	1868818	3724726	3724709	57.2	0.15	89.28	3355	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU080;f__DTU080;g__DTU080;s__	N/A	N/A	GCA_001513395.1	76.88	0.16	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU080;f__DTU080;g__;s__	taxonomic classification defined by topology and ANI	95.04	0.8881631823291463	N/A	HQ727564.1.1476 Bacteria;Firmicutes;Limnochordia;Limnochordales;Limnochordaceae;uncultured Firmicutes bacterium	pbccs-il	2022-02-23	HQ	8.762109	7.7011323	0.15958366	0.15793732	1112890	10063	0.904222340033606	N	Bacteria	 Firmicutes	0	0	55_1
pbccs-il_bin.0083	bin.0083	2437	1210	1	1	1	21	k__Bacteria (UID1452)	91.82	2.91	0	2798759	0	18	18	859202	859202	155486	155486	1143686	1143686	48.6	4.96	88.69	2429	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Brevefilum;s__Brevefilum fermentans	99.92	0.99	GCF_900184705.1	99.92	0.99	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Brevefilum;s__	taxonomic classification defined by topology and ANI	90.09	N/A	N/A	LT859958.676029.677531 Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;ADurb.Bin120;Brevefilum fermentans	pbccs-il	2022-02-23	HQ	164.24779	141.17406	2.9914334	2.8952434	2745928	13234	0.48195000014567	N	Bacteria	 Chloroflexi	0	0	10_1
pbccs-il_bin.0084	bin.0084	2370	1114	1	1	1	18	p__Firmicutes (UID240)	51.92	3.85	60	2312596	113	19	19	192005	191966	121715	121709	351691	351684	38.1	1.5	85.7	2334	d__Bacteria;p__Firmicutes_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Tepidanaerobacteraceae;g__Tepidanaerobacter;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Tepidanaerobacteraceae;g__Tepidanaerobacter;s__	taxonomic classification defined by topology and ANI	52.53	0.9808913564277887	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	HF563609.1217655.1219166 Bacteria;Firmicutes;Thermovenabulia;Thermovenabulales;Tepidanaerobacter;Tepidanaerobacter acetatoxydans Re1	pbccs-il	2022-02-23	MQ	5.2833056	4.3088202	0.096224464	0.08836669	178544	5502	3.08159333273591	N	Bacteria	 Firmicutes	0	0	44_1
pbccs-il_bin.0085	bin.0085	3548	1927	4	4	4	20	k__Bacteria (UID203)	62.07	20.98	73.33	3631742	58	62	62	96947	96947	58576	58575	225086	225085	59.2	1.63	87.59	3673	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__DTUO25;f__DTU025;g__UBA5389;s__	N/A	N/A	GCA_002409965.1	82.5	0.4	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__DTUO25;f__DTU025;g__;s__	taxonomic classification defined by topology and ANI	48.46	0.9209692328098066	Genome has more than 13.3% of markers with multiple hits	CU920974.1.1353 Bacteria;Firmicutes;Incertae Sedis;DTU014;uncultured bacterium	pbccs-il	2022-02-23	Contaminated	6.4736285	7.2174153	0.11790373	0.1480171	1018537	53332	5.23613771517382	N	Bacteria	 Firmicutes	0	0	NA
