bin	CDS_total	CDS_hypothetical	X16S	X23S	X5S	unique_tRNA	checkm_marker_lineage	Completeness	Contamination	Strain_heterogeneity	Genome_size_bp	ambiguous_bases	scaffolds	contigs	N50_scaffolds_	N50_contigs_	Mean_scaffold_length_bp	Mean_contig_length_bp	Longest_scaffold_bp	Longest_contig_bp	GC	GC_std_scaffolds__1kbp	Coding_density	predicted_genes	gtdb_classification	fastani_ani	fastani_af	closest_placement_reference	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	msa_percent	red_value	gtdb_warning	silva_taxonomy	mags_workflow_name	mags_workflow_date	mags_workflow_mode	MAG_status	cov_long	cov_ilm	Rabund_long	Rabund_ilm	cmseq_covered_bases	cmseq_polymorphic_bases	percent_snp_rate	cMAG_status	kaiju_domain	kaiju_phylum	AMR_count	VIR_count
bin.0032	2183	1179	2	2	1	20	p__Euryarchaeota (UID4)	92.46	7.59	8.7	2099383	0	11	11	1544213	1544213	190853	190853	1544213	1544213	33.5	2.89	89.13	2174	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Methanofastidiosales;f__Methanofastidiosaceae;g__Methanofastidiosum;s__Methanofastidiosum sp012799835	98.1	0.8	GCA_012799835.1	98.1	0.8	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Methanofastidiosales;f__Methanofastidiosaceae;g__Methanofastidiosum;s__	taxonomic classification defined by topology and ANI	92.9	N/A	N/A	LN824141.1873567.1875066 Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Defluviitoga;Defluviitoga tunisiensis	pbccs	2021-09-02	Nanopore-Illumina	MQ	27.583477	49.66811	0.49262658	0.40444332	1769447	9487	0.536156211516931	N	Archaea	 Euryarchaeota	0	0
bin.0033	2234	1110	2	2	2	20	k__Bacteria (UID2495)	98.9	14.29	0	2795835	0	13	13	2284847	2284847	215064	215064	2284847	2284847	50	8.88	89.32	2183	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__UBA3900;s__UBA3900 sp002391675	97.89	0.96	GCA_002391675.1	97.89	0.96	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__UBA3900;s__	taxonomic classification defined by topology and ANI	79.29	N/A	Genome has more than 15.0% of markers with multiple hits	CZCA01007650.14.1547 Bacteria;Cloacimonadota;Cloacimonadia;Cloacimonadales;W27;anaerobic digester metagenome	pbccs	2021-09-02	Nanopore-Illumina	Contaminated	8.618992	15.678673	0.15393071	0.12767015	786252	15990	2.03369911936631	N	Bacteria	 Candidatus Cloacimonetes	0	0
bin.0034	2815	1327	3	5	3	21	c__Clostridia (UID1118)	93.15	0	0	2654045	0	11	11	314937	314937	241276	241276	691073	691073	48.8	0.48	86.5	2775	d__Bacteria;p__Firmicutes_A;c__Ch29;o__Ch29;f__Ch29;g__JAAYEV01;s__	N/A	N/A	GCA_012728565.1	94.19	0.89	d__Bacteria;p__Firmicutes_A;c__Ch29;o__Ch29;f__Ch29;g__JAAYEV01;s__	taxonomic classification defined by topology and ANI	84.71	0.9774394427851274	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	KP151149.1.1549 Bacteria;Firmicutes;Clostridia;Caldicoprobacterales;Caldicoprobacteraceae;Caldicoprobacter;uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	HQ	8.201675	15.105364	0.14647767	0.12300173	726579	32547	4.47948536910646	N	Bacteria	 Firmicutes	0	0
bin.0035	3004	1693	3	2	2	16	p__Firmicutes (UID239)	83.21	3.43	40	2896432	0	35	35	98887	98887	82755	82755	341124	341124	56.5	0.87	87.02	3041	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU080;f__DTU080;g__;s__	N/A	N/A	GCA_001513395.1	76.34	0.03	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU080;f__DTU080;g__;s__	taxonomic classification defined by topology and ANI	75.72	0.7868654732583924	N/A	HQ183804.1.1473 Bacteria;Firmicutes;Limnochordia;Limnochordales;Limnochordaceae;uncultured Clostridia bacterium	pbccs	2021-09-02	Nanopore-Illumina	MQ	4.0667253	9.124696	0.0726296	0.07430165	188759	4957	2.62609994755217	N	Bacteria	 Firmicutes	0	0
bin.0036	2207	1146	2	2	2	20	o__Clostridiales (UID1212)	94.59	0.22	100	2379519	0	7	7	581391	581391	339931	339931	723473	723473	46	1.31	89.79	2184	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1447;s__UBA1447 sp002329225	98.34	0.92	GCA_002329225.1	98.34	0.92	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1447;s__	taxonomic classification defined by topology and ANI	88.8	N/A	N/A	FPLM01006088.25.1341 Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group;metagenome	pbccs	2021-09-02	Nanopore-Illumina	HQ	6.0202956	12.879911	0.10751936	0.104880065	339204	527	0.155363733918232	N	Bacteria	 Firmicutes	0	0
bin.0037	2753	1291	4	4	4	21	p__Firmicutes (UID1022)	96.2	0.63	0	2861255	0	5	5	1530732	1530732	572251	572251	1530732	1530732	49.8	1.39	82.2	2757	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae;g__DTU098;s__DTU098 sp002305915	99.21	0.94	GCA_002305915.1	99.21	0.94	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae;g__DTU098;s__	taxonomic classification defined by topology and ANI	91.34	N/A	N/A	KC333938.1.1497 Bacteria;Firmicutes;Desulfotomaculia;Desulfotomaculales;Pelotomaculum;uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	HQ	8.252568	13.044655	0.14738658	0.10622155	617256	4458	0.72222870251565	N	Bacteria	 Firmicutes	0	0
bin.0038	1704	679	2	2	2	20	p__Firmicutes (UID239)	89.22	0	0	1861168	0	8	8	499635	499635	232646	232646	552338	552338	45.3	0.76	88.59	1676	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__UBA3907;s__UBA3907 sp002391545	99.55	0.89	GCA_002391545.1	99.55	0.89	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__;s__	taxonomic classification defined by topology and ANI	91.84	N/A	N/A	EU878332.1.1524 Bacteria;Firmicutes;D8A-2;uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	MQ	11.113709	15.444795	0.19848508	0.1257657	657348	3867	0.588272878292776	N	Bacteria	 Firmicutes	0	0
bin.0039	2473	1529	2	2	2	20	k__Bacteria (UID2569)	97.85	0.54	0	2510088	0	26	26	1932970	1932970	96541	96541	1932970	1932970	40.4	3.91	91.27	2426	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__W0P28-013;s__W0P28-013 sp012837685	99.53	0.99	GCA_012837685.1	99.53	0.99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__W0P28-013;s__	taxonomic classification defined by topology and ANI	94.54	N/A	N/A	FPLM01004737.14.1519 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;uncultured;metagenome	pbccs	2021-09-02	Nanopore-Illumina	HQ	17.160221	106.098045	0.30647263	0.86394775	2461525	7136	0.289901585399295	N	Bacteria	 Bacteroidetes	2	0
bin.0040	3480	1863	2	2	2	20	k__Bacteria (UID2569)	98.92	5.38	85.71	4079247	0	41	41	407386	407386	99493	99493	626480	626480	41.6	1.93	88.9	3473	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Mariniphaga;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__;s__	taxonomic novelty determined using RED	94.34	0.9473470800538024	N/A	HQ183937.1.1486 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;Mariniphaga;uncultured Bacteroidetes bacterium	pbccs	2021-09-02	Nanopore-Illumina	MQ	9.415992	18.538187	0.16816472	0.15095493	1288007	7274	0.564748483509795	N	Bacteria	 Bacteroidetes	1	0
bin.0041	2408	1092	2	2	2	21	p__Firmicutes (UID240)	89.42	2.4	25	2336563	0	14	14	257034	257034	166897	166897	393212	393212	40.6	2.03	86.33	2386	d__Bacteria;p__Firmicutes_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Tepidanaerobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Tepidanaerobacteraceae;g__;s__	taxonomic classification fully defined by topology	87.59	0.7632669231373589	N/A	DQ887963.1.1484 Bacteria;Firmicutes;Thermovenabulia;Thermovenabulales;Tepidanaerobacter;uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	MQ	5.7857003	9.631968	0.10332961	0.07843232	167277	2560	1.53039569097963	N	Bacteria	 Firmicutes	0	0
bin.0042	830	426	1	1	1	20	k__Bacteria (UID1452)	66.34	0.99	0	762446	0	2	2	476148	476148	381223	381223	476148	476148	30.9	0.05	91.65	792	d__Bacteria;p__Patescibacteria;c__ABY1;o__BM507;f__UBA12465;g__GCA-002840305;s__	N/A	N/A	GCA_002840305.1	77.47	0.1	d__Bacteria;p__Patescibacteria;c__ABY1;o__BM507;f__UBA12465;g__;s__	taxonomic classification defined by topology and ANI	70.62	0.8949238745470158	N/A	AJ853615.1.1557 Bacteria;Patescibacteria;ABY1;Candidatus Falkowbacteria;uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	MQ	5.434312	5.8461723	0.09705398	0.047604904	3871	2	0.051666236114699	N	Bacteria	 Proteobacteria	0	0
bin.0043	1368	636	1	1	1	12	c__Clostridia (UID1085)	36.67	5.23	0	1237968	0	46	46	27118	27118	26912	26912	79869	79869	46.6	2.38	84.93	1433	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__DRI-13;f__DRI-13;g__;s__	N/A	N/A	GCA_002841595.1	76.08	0.02	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__DRI-13;f__DRI-13;g__;s__	taxonomic classification defined by topology and ANI	33.93	0.8252640582162802	Genome has more than 11.7% of markers with multiple hits	CU922893.1.1355 Bacteria;Firmicutes;uncultured;uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	LQ	3.0551894	2.36977	0.054564092	0.019296844	7362	523	7.10404781309427	N	Bacteria	 Firmicutes	0	0
bin.0044	1973	955	2	2	2	20	k__Bacteria (UID2329)	91.57	0	0	1935524	0	12	12	188117	188117	161293	161293	449866	449866	29.5	0.76	88.24	1896	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__UBA1709;g__DUOZ01;s__DUOZ01 sp012838555	99.04	0.92	GCA_012838555.1	99.04	0.92	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__UBA1709;g__;s__	taxonomic classification defined by topology and ANI	81.38	N/A	N/A	EU219952.1.1344 Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;UCG-004;uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	HQ	4.6968136	21.84171	0.08388265	0.17785525	160208	746	0.465644661939479	N	Bacteria	 Firmicutes	0	0
bin.0045	2459	1224	1	1	1	21	k__Bacteria (UID1452)	90.91	2.91	0	2796537	0	17	17	859301	859301	164502	164502	1143769	1143769	48.6	5.1	88.56	2451	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Brevefilum;s__Brevefilum fermentans	99.89	0.99	GCF_900184705.1	99.89	0.99	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Brevefilum;s__	taxonomic classification defined by topology and ANI	89.14	N/A	N/A	LT859958.676029.677531 Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;ADurb.Bin120;Brevefilum fermentans	pbccs	2021-09-02	Nanopore-Illumina	HQ	164.44122	282.27353	2.9368348	2.2985303	2743925	13278	0.483905354555974	N	Bacteria	 Chloroflexi	0	0
bin.0046	2824	1369	3	3	3	20	p__Firmicutes (UID239)	89.71	6.86	60	2896478	0	21	21	331822	331822	137927	137927	541295	541295	50.2	3.39	85.54	2742	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__UBA4971 sp012512055	99.2	0.91	GCA_012512055.1	99.2	0.91	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__	taxonomic classification defined by topology and ANI	83.98	N/A	N/A	HQ156080.1.1394 Bacteria;Firmicutes;Incertae Sedis;DTU014;uncultured prokaryote	pbccs	2021-09-02	Nanopore-Illumina	MQ	14.061945	21.765882	0.25113904	0.1772378	1677809	22810	1.35951112432941	N	Bacteria	 Firmicutes	0	0
bin.0047	2295	1288	2	2	2	20	k__Bacteria (UID2569)	97.85	2.15	40	2545093	0	8	8	589098	589098	318136	318136	846677	846677	33.4	0.6	90.15	2245	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__UBA5266;s__UBA5266 sp012519525	99.78	0.99	GCA_012519525.1	99.78	0.99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__UBA5266;s__	taxonomic classification defined by topology and ANI	95.57	N/A	N/A	AJ853616.1.1447 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;GZKB124;uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	HQ	6.7319307	24.453743	0.12022879	0.19912483	570316	2327	0.408019413798666	N	Bacteria	 Bacteroidetes	0	0
bin.0048	1986	990	2	2	2	20	k__Bacteria (UID2328)	97.33	2.67	100	1957691	0	7	7	1201385	1201385	279670	279670	1201385	1201385	45.6	1.53	90.04	1872	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__DTU067;s__DTU067 sp001512995	99.61	0.96	GCA_001512995.1	99.61	0.96	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__DTU067;s__	taxonomic classification defined by topology and ANI	90.11	N/A	N/A	FN667374.1.1462 Bacteria;Firmicutes;Bacilli;Izemoplasmatales;uncultured compost bacterium	pbccs	2021-09-02	Nanopore-Illumina	HQ	6.8054185	43.104237	0.12154124	0.35099426	1455022	3561	0.244738567526814	N	Bacteria	 Firmicutes	0	0
bin.0049	2368	1169	3	3	3	20	k__Bacteria (UID209)	98.31	1.39	27.27	2985615	0	2	2	1697184	1697184	1492807	1492807	1697184	1697184	51.6	0.5	84.91	2348	d__Bacteria;p__Thermotogota;c__Thermotogae;o__MWEM01;f__MWEM01;g__MWEM01;s__MWEM01 sp002071085	99.52	0.97	GCA_002071085.1	99.52	0.97	d__Bacteria;p__Thermotogota;c__Thermotogae;o__MWEM01;f__MWEM01;g__MWEM01;s__	taxonomic classification defined by topology and ANI	93.29	N/A	N/A	FPLM01001840.10.1533 Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;SC103;metagenome	pbccs	2021-09-02	Nanopore-Illumina	HQ	16.94113	38.764168	0.30255976	0.31565344	2827264	883	0.031231607660268	N	Bacteria	 Firmicutes	0	0
bin.0050	2746	1231	1	1	1	20	c__Deltaproteobacteria (UID3216)	87.1	2.58	0	2871303	0	10	10	441292	441292	287130	287130	591195	591195	44.2	1.29	87.55	2764	d__Bacteria;p__Desulfobacterota_G;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Syntrophorhabdus;s__Syntrophorhabdus sp002067585	98.92	0.83	GCA_002067585.1	98.92	0.83	d__Bacteria;p__Desulfobacterota_G;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Syntrophorhabdus;s__	taxonomic classification defined by topology and ANI	85.41	N/A	N/A	FPLM01000245.1.1511 Bacteria;Desulfobacterota;Syntrophorhabdia;Syntrophorhabdales;Syntrophorhabdaceae;Syntrophorhabdus;metagenome	pbccs	2021-09-02	Nanopore-Illumina	MQ	28.797123	36.28193	0.51430166	0.29544076	2605583	16936	0.64998888924283	N	Bacteria	 Proteobacteria	0	0
bin.0051	761	515	1	1	0	20	k__Bacteria (UID203)	56.91	0	0	791753	0	6	6	135580	135580	131958	131958	296320	296320	28.9	0.92	83.11	752	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Absconditabacterales;f__X112;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Absconditabacterales;f__X112;g__;s__	taxonomic novelty determined using RED	45.74	0.8749644947260833	N/A	GQ135600.1.1278 Bacteria;Patescibacteria;Gracilibacteria;Absconditabacteriales (SR1);uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	MQ	4.689238	6.242522	0.083747365	0.050832346	4092	86	2.10166177908113	N	Bacteria	 Firmicutes	0	0
bin.0052	1776	1000	0	0	0	10	p__Firmicutes (UID240)	33.62	2.88	0	1553103	0	27	27	74407	74407	57522	57522	465865	465865	39.7	1.71	84.89	1800	d__Bacteria;p__Firmicutes_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Tepidanaerobacteraceae;g__DUNY01;s__	N/A	N/A	GCA_012839145.1	87.12	0.28	d__Bacteria;p__Firmicutes_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Tepidanaerobacteraceae;g__;s__	taxonomic classification defined by topology and ANI	40.38	0.9483068292853524	N/A	NA	pbccs	2021-09-02	Nanopore-Illumina	LQ	6.657806	11.714571	0.11890496	0.09539079	229375	7075	3.08446866485014	N	Bacteria	 Firmicutes	0	0
bin.0053	3772	2217	4	4	4	20	p__Firmicutes (UID239)	93.63	3.21	0	4058319	0	10	10	3724894	3724894	405831	405831	3724894	3724894	57.1	2.06	89.07	3727	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU080;f__DTU080;g__DTU080;s__	N/A	N/A	GCA_001513395.1	76.84	0.16	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU080;f__DTU080;g__;s__	taxonomic classification defined by topology and ANI	93.65	0.8875701884659583	N/A	HQ727564.1.1476 Bacteria;Firmicutes;Limnochordia;Limnochordales;Limnochordaceae;uncultured Firmicutes bacterium	pbccs	2021-09-02	Nanopore-Illumina	HQ	8.749531	15.248217	0.15626207	0.12416497	1257742	11308	0.899071510691382	N	Bacteria	 Firmicutes	0	0
bin.0054	779	411	1	2	1	20	k__Bacteria (UID203)	77.87	0	0	641420	0	5	5	564108	564108	128284	128284	564108	564108	32.6	2.08	91.48	753	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__UBA5633;g__JAAZMU01;s__JAAZMU01 sp012798645	99.15	0.98	GCA_012798645.1	99.15	0.98	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__UBA5633;g__;s__	taxonomic classification defined by topology and ANI	64.17	N/A	N/A	CR933068.6.1306 Bacteria;Patescibacteria;Parcubacteria;32-520;uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	MQ	35.38139	72.496956	0.6318932	0.5903368	591811	7091	1.1981865832166	N	Bacteria	 Proteobacteria	0	0
bin.0055	3598	1751	3	3	3	21	p__Firmicutes (UID240)	97.12	5.81	38.46	3579929	0	26	26	400714	400714	137689	137689	803409	803409	38.8	1.85	85.44	3520	d__Bacteria;p__Firmicutes_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Tepidanaerobacteraceae;g__DUNY01;s__DUNY01 sp012839145	99.58	0.98	GCA_012839145.1	99.58	0.98	d__Bacteria;p__Firmicutes_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Tepidanaerobacteraceae;g__;s__	taxonomic classification defined by topology and ANI	92.04	N/A	N/A	HQ156170.1.1388 Bacteria;Firmicutes;Thermovenabulia;Thermovenabulales;Tepidanaerobacter;uncultured prokaryote	pbccs	2021-09-02	Nanopore-Illumina	MQ	12.934559	28.102547	0.2310045	0.22883673	2083589	50425	2.42010300495923	N	Bacteria	 Firmicutes	0	0
bin.0056	2023	1172	2	2	2	20	p__Firmicutes (UID240)	84.94	2.88	33.33	2390718	0	18	18	394440	394440	132817	132817	1010997	1010997	32.7	6.92	87.8	1935	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__DTU072;g__JAAZJD01;s__JAAZJD01 sp012800525	99.46	0.96	GCA_012800525.1	99.46	0.96	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__DTU072;g__JAAZJD01;s__	taxonomic classification defined by topology and ANI	81.77	N/A	N/A	GQ136544.1.1337 Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	MQ	8.451472	129.29482	0.15093891	1.0528371	2284211	7353	0.321905463199328	N	Bacteria	 Firmicutes	0	0
bin.0057	1297	762	1	1	1	11	k__Bacteria (UID1452)	32.48	0	0	1306623	0	18	18	78748	78748	72590	72590	161570	161570	61.9	1.1	85.29	1338	d__Bacteria;p__Armatimonadota;c__UBA5829;o__UBA5829;f__UBA5829;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Armatimonadota;c__UBA5829;o__UBA5829;f__UBA5829;g__;s__	taxonomic classification fully defined by topology	34.92	0.8105727638643112	N/A	EU266864.1.1489 Bacteria;Armatimonadota;uncultured;uncultured Armatimonadetes bacterium	pbccs	2021-09-02	Nanopore-Illumina	LQ	2.9355361	2.3593187	0.052427154	0.019211741	2358	101	4.2832909245123	N	Bacteria	 Firmicutes	0	0
bin.0058	1501	612	2	2	2	19	p__Firmicutes (UID239)	83.33	0.49	0	1606960	0	4	4	951931	951931	401740	401740	951931	951931	55.7	0.65	87.9	1443	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__DTUO25;f__DTU025;g__UBA10085;s__	N/A	N/A	GCA_003456765.1	98.93	0.62	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__DTUO25;f__DTU025;g__UBA10085;s__	taxonomic classification defined by topology and ANI	83.6	0.9964525061270836	N/A	JQ268613.1.1358 Bacteria;Firmicutes;Incertae Sedis;DTU014;uncultured anaerobic bacterium	pbccs	2021-09-02	Nanopore-Illumina	MQ	51.40373	78.42008	0.9180439	0.63856834	1579829	15225	0.963711895401338	N	Bacteria	 Firmicutes	0	0
bin.0059	4360	2688	2	1	1	21	k__Bacteria (UID2565)	96.59	2.27	50	5146137	0	35	35	530563	530563	147032	147032	869330	869330	59.1	2.28	88.1	4400	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalophaeraceae;g__B28-G16;s__	N/A	N/A	GCA_003644175.1	76.22	0.12	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalophaeraceae;g__;s__	taxonomic classification defined by topology and ANI	86.2	0.894401339599137	N/A	JN516680.1.1350 Bacteria;Planctomycetota;Phycisphaerae;MSBL9;SG8-4;uncultured organism	pbccs	2021-09-02	Nanopore-Illumina	HQ	13.677416	30.521051	0.24427155	0.24853043	4077856	8888	0.217957671874632	N	Bacteria	 Planctomycetes	0	0
bin.0060	1785	692	1	1	1	16	c__Clostridia (UID1085)	66.89	1.53	0	1668059	0	24	24	85466	85466	69502	69502	156501	156501	50.3	1.21	85.08	1828	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU019;s__DTU019 sp001512785	98.92	0.76	GCA_001512785.1	98.92	0.76	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU019;s__	taxonomic classification defined by topology and ANI	64.58	N/A	N/A	AB234008.1.1572 Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales;Syntrophomonadaceae;Syntrophomonas;uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	MQ	3.7011552	5.6255813	0.06610071	0.045808647	43516	986	2.26583325673316	N	Bacteria	 Firmicutes	0	0
bin.0061	2824	1585	1	1	1	20	k__Bacteria (UID2565)	88.64	1.14	100	3074367	0	22	22	266966	266966	139743	139743	567140	567140	53.2	1.95	87.18	2942	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalophaeraceae;g__T3Sed10-213;s__T3Sed10-213 sp012519365	99.68	0.93	GCA_012519365.1	99.68	0.93	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalophaeraceae;g__T3Sed10-213;s__	taxonomic classification defined by topology and ANI	77.63	N/A	N/A	KJ957662.1.1469 Bacteria;Planctomycetota;Phycisphaerae;MSBL9;KCLunmb-38-53;uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	MQ	4.503656	9.783715	0.08043296	0.07966799	195010	727	0.372801394800267	N	Bacteria	 Planctomycetes	0	0
bin.0062	3622	2113	1	1	1	20	p__Bacteroidetes (UID2605)	91.03	1.59	16.67	4167747	0	30	30	230435	230435	138924	138924	505368	505368	34.8	1.68	87.49	3650	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	taxonomic novelty determined using RED	86.06	0.8286317831662358	N/A	GU389675.1.1243 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;SB-5;uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	HQ	4.1802435	4.9122224	0.07465698	0.039999824	16359	163	0.996393422580842	N	Bacteria	 Bacteroidetes	0	0
bin.0063	703	472	0	0	0	14	k__Bacteria (UID2328)	19.23	0	0	576950	0	13	13	96704	96704	44380	44380	127777	127777	30.5	1.03	88.32	690	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__DUNF01;s__	N/A	N/A	GCA_012839485.1	95.62	0.38	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__DUNF01;s__	taxonomic classification defined by topology and ANI	25.83	0.9990821694734973	N/A	NA	pbccs	2021-09-02	Nanopore-Illumina	LQ	3.5501251	18.904089	0.06340339	0.15393445	45445	390	0.858180217845748	N	Bacteria	 Firmicutes	0	0
bin.0064	3188	1833	2	2	2	20	k__Bacteria (UID2570)	98.24	6.66	76.19	4075905	0	15	15	1069699	1069699	271727	271727	1091698	1091698	49.7	1.46	89.74	3333	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Fermentimonas;s__Fermentimonas sp012838585	99.04	0.98	GCA_012838585.1	99.04	0.98	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Fermentimonas;s__	taxonomic classification defined by topology and ANI	90.67	N/A	N/A	EF559172.1.1492 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Fermentimonas;uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	MQ	8.061575	28.45078	0.14397554	0.23167236	2306532	23311	1.01065148890195	N	Bacteria	 Bacteroidetes	1	0
