bin	CDS_total	CDS_hypothetical	X16S	X23S	X5S	unique_tRNA	checkm_marker_lineage	Completeness	Contamination	Strain_heterogeneity	Genome_size_bp	ambiguous_bases	scaffolds	contigs	N50_scaffolds_	N50_contigs_	Mean_scaffold_length_bp	Mean_contig_length_bp	Longest_scaffold_bp	Longest_contig_bp	GC	GC_std_scaffolds__1kbp	Coding_density	predicted_genes	gtdb_classification	fastani_ani	fastani_af	closest_placement_reference	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	msa_percent	red_value	gtdb_warning	silva_taxonomy	mags_workflow_name	mags_workflow_date	mags_workflow_mode	MAG_status	cov_long	cov_ilm	Rabund_long	Rabund_ilm	cmseq_covered_bases	cmseq_polymorphic_bases	percent_snp_rate	cMAG_status	kaiju_domain	kaiju_phylum	AMR_count	VIR_count
bin.0033	2687	1362	6	4	2	21	p__Firmicutes (UID241)	94.49	0.42	0	2420862	0	39	39	315885	315885	62073	62073	539744	539744	51.5	4.6	85.42	2598	d__Bacteria;p__Firmicutes_H;c__UBA994;o__UBA994;f__UBA5500;g__UBA5500;s__	N/A	N/A	GCA_012727835.1	80.99	0.63	d__Bacteria;p__Firmicutes_H;c__UBA994;o__UBA994;f__UBA5500;g__UBA5500;s__	taxonomic classification defined by topology and ANI	91.64	0.9230870656710414	N/A	GQ135682.1.1391 Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;p-1088-a5 gut group;uncultured bacterium	r10	2021-10-12	Nanopore-Illumina	HQ	12.123226	17.34765	0.27665603	0.37219426	2067330	16224	0.784780368881601	N	Bacteria	 Firmicutes	0	0
bin.0034	2729	1508	0	0	0	17	c__Deltaproteobacteria (UID3217)	61.57	1.49	33.33	2201304	0	85	85	35565	35565	25897	25897	94860	94860	52	2.38	81.1	2911	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus;s__Desulfobulbus sp012729435	98.99	0.71	GCA_012729435.1	98.99	0.71	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus;s__	taxonomic classification defined by topology and ANI	52.37	N/A	N/A	NA	r10	2021-10-12	Nanopore-Illumina	MQ	5.1512394	4.9862275	0.11755298	0.10697963	180948	985	0.544355284391096	N	Bacteria	 Proteobacteria	0	0
bin.0035	2829	1553	1	1	1	16	p__Firmicutes (UID239)	63.24	0	0	2159208	0	41	41	88380	88380	52663	52663	322383	322383	50.5	1.59	79.95	2899	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__UBA4971 sp012512055	98.67	0.78	GCA_012512055.1	98.67	0.78	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__	taxonomic classification defined by topology and ANI	55.45	N/A	N/A	HQ156080.1.1394 Bacteria;Firmicutes;Incertae Sedis;DTU014;uncultured prokaryote	r10	2021-10-12	Nanopore-Illumina	MQ	9.08432	12.308893	0.20730719	0.2640876	1405256	37059	2.63717073615057	N	Bacteria	 Firmicutes	0	0
bin.0036	5308	3888	0	0	0	15	k__Bacteria (UID203)	49.18	26.79	0	3619574	0	273	273	17479	17479	13258	13258	71888	71888	54.2	2.63	76.38	5927	d__Bacteria;p__J088;c__;o__;f__;g__;s__	N/A	N/A	GCA_003695505.1	74.42	0.0	d__Bacteria;p__;c__;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	28.03	0.3296290331879075	Genome has more than 14.2% of markers with multiple hits	NA	r10	2021-10-12	Nanopore-Illumina	Contaminated	3.793632	3.345226	0.08657194	0.071771905	162406	5045	3.10641232466781	N	Bacteria	 Proteobacteria	0	0
bin.0037	4080	2093	3	3	3	20	p__Firmicutes (UID240)	91.99	6.29	33.33	3251872	0	30	30	228618	228618	108395	108395	567830	567830	39.2	1.19	79.75	4150	d__Bacteria;p__Firmicutes_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Tepidanaerobacteraceae;g__DUNY01;s__DUNY01 sp012839145	99.0	0.93	GCA_012839145.1	99.0	0.93	d__Bacteria;p__Firmicutes_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Tepidanaerobacteraceae;g__;s__	taxonomic classification defined by topology and ANI	73.97	N/A	N/A	HQ156170.1.1388 Bacteria;Firmicutes;Thermovenabulia;Thermovenabulales;Tepidanaerobacter;uncultured prokaryote	r10	2021-10-12	Nanopore-Illumina	MQ	11.334784	11.178925	0.2586635	0.23984407	2056090	75118	3.6534392949725	N	Bacteria	 Firmicutes	0	0
bin.0038	4524	2803	3	3	2	20	k__Bacteria (UID2569)	90.95	8.6	5.26	3848167	0	71	71	101755	101755	54199	54199	238066	238066	41.5	4.28	84.06	4880	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Mariniphaga;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__;s__	taxonomic novelty determined using RED	67.7	0.947503918112778	N/A	HQ183937.1.1486 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;Mariniphaga;uncultured Bacteroidetes bacterium	r10	2021-10-12	Nanopore-Illumina	MQ	7.857662	8.485286	0.17931445	0.182052	1425134	14562	1.02179865191624	N	Bacteria	 Bacteroidetes	0	0
bin.0039	1973	1181	2	1	2	16	p__Bacteroidetes (UID2605)	53.42	2.14	0	1506903	0	54	54	38212	38212	27905	27905	87895	87895	46.4	5.7	85.09	2358	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__DMER64;s__DMER64 sp002071175	98.76	0.67	GCA_002071175.1	98.76	0.67	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__DMER64;s__	taxonomic classification defined by topology and ANI	37.9	N/A	N/A	GU389558.1.1313 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;DMER64;uncultured bacterium	r10	2021-10-12	Nanopore-Illumina	MQ	4.5132694	4.6363273	0.1029943	0.09947251	110062	372	0.337991313986662	N	Bacteria	 Bacteroidetes	0	0
bin.0040	3726	1917	1	1	1	21	c__Deltaproteobacteria (UID3216)	89.03	3.87	0	3603860	0	14	14	414179	414179	257418	257418	1228449	1228449	44.5	2.05	84.36	3839	d__Bacteria;p__Desulfobacterota_G;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Syntrophorhabdus;s__Syntrophorhabdus sp002067585	98.77	0.89	GCA_002067585.1	98.77	0.89	d__Bacteria;p__Desulfobacterota_G;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Syntrophorhabdus;s__	taxonomic classification defined by topology and ANI	87.85	N/A	N/A	FPLM01000245.1.1511 Bacteria;Desulfobacterota;Syntrophorhabdia;Syntrophorhabdales;Syntrophorhabdaceae;Syntrophorhabdus;metagenome	r10	2021-10-12	Nanopore-Illumina	MQ	13.878522	18.915352	0.31671247	0.40582934	3181425	24924	0.783422522926047	N	Bacteria	 Proteobacteria	0	0
bin.0041	2309	927	3	3	3	18	o__Clostridiales (UID1120)	98.89	0	0	2262961	0	19	19	146370	146370	119103	119103	405419	405419	39.3	0.91	88.03	2255	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__Sedimentibacter sp012520455	99.89	0.96	GCA_012520455.1	99.89	0.96	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	taxonomic classification defined by topology and ANI	93.75	N/A	N/A	FJ825495.1.1386 Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Sedimentibacteraceae;Sedimentibacter;uncultured bacterium	r10	2021-10-12	Nanopore-Illumina	HQ	59.59553	76.02722	1.3599898	1.6311657	2208580	4938	0.223582573418214	N	Bacteria	 Firmicutes	0	0
bin.0042	2297	1293	1	1	1	20	k__Bacteria (UID2982)	91.25	1.38	0	2611271	0	14	14	381820	381820	186519	186519	649347	649347	59.7	1.06	88.76	2260	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__LD1-PB3;f__Lenti-01;g__Lenti-01;s__Lenti-01 sp002304915	98.32	0.91	GCA_002304915.1	98.32	0.91	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__LD1-PB3;f__Lenti-01;g__Lenti-01;s__	taxonomic classification defined by topology and ANI	85.13	N/A	N/A	CU920757.1.1398 Bacteria;Verrucomicrobiota;Verrucomicrobiae;LD1-PB3;uncultured bacterium	r10	2021-10-12	Nanopore-Illumina	HQ	47.500298	58.22395	1.0839726	1.2491962	2548088	13334	0.523294328924276	N	Bacteria	 Verrucomicrobia	0	0
bin.0043	5470	4172	1	2	1	14	o__Clostridiales (UID1120)	42.9	12	0	3909799	0	305	305	20506	20506	12819	12819	106582	106582	45.6	2.79	75.34	6314	d__Bacteria;p__Firmicutes_A;c__Mahellia_A;o__Caldicoprobacterales;f__DTU083;g__UBA3906;s__	N/A	N/A	GCA_002391555.1	97.51	0.12	d__Bacteria;p__Firmicutes_A;c__Mahellia_A;o__Caldicoprobacterales;f__DTU083;g__;s__	taxonomic classification defined by topology and ANI	20.39	0.8855756622599033	N/A	KC358278.1.1314 Bacteria;Firmicutes;Clostridia;Caldicoprobacterales;Caldicoprobacteraceae;Caldicoprobacter;uncultured bacterium	r10	2021-10-12	Nanopore-Illumina	Contaminated	5.810793	7.2172184	0.13260423	0.15484558	922239	27631	2.99607802315886	N	Bacteria	 Firmicutes	0	0
bin.0044	3198	1744	2	2	1	20	p__Bacteroidetes (UID2605)	97.22	2.38	0	3795739	0	12	12	522855	522855	316311	316311	919286	919286	45.3	0.78	89.61	3126	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	N/A	N/A	GCA_012522155.1	83.65	0.89	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	taxonomic classification defined by topology and ANI	93.43	0.984962999161673	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	KF990102.1.1488 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes vadinHA17;uncultured bacterium	r10	2021-10-12	Nanopore-Illumina	HQ	36.76076	53.11391	0.83889276	1.1395601	3739249	67643	1.8089996146285	N	Bacteria	 Bacteroidetes	0	0
bin.0045	2978	1662	1	1	1	19	p__Firmicutes (UID241)	59.72	2.54	0	2111813	0	57	57	58265	58265	37049	37049	154179	154179	55.9	1.89	80.34	3366	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__JAAZLZ01;f__JAAZLZ01;g__JAAZLZ01;s__JAAZLZ01 sp012799075	97.6	0.78	GCA_012799075.1	97.6	0.78	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__JAAZLZ01;f__JAAZLZ01;g__JAAZLZ01;s__	taxonomic classification defined by topology and ANI	46.81	N/A	N/A	HQ156135.1.1397 Bacteria;Firmicutes;Limnochordia;B55-F-B-G02;uncultured prokaryote	r10	2021-10-12	Nanopore-Illumina	MQ	5.805781	7.589241	0.13248985	0.16282734	650582	13332	2.04924206326028	N	Bacteria	 Firmicutes	0	0
bin.0046	5254	3734	3	2	2	18	k__Bacteria (UID2570)	82.68	1.55	25	3939546	0	58	58	114173	114173	67923	67923	401302	401302	49.5	2.92	84.31	6274	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Fermentimonas;s__Fermentimonas sp012838585	98.77	0.94	GCA_012838585.1	98.77	0.94	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Fermentimonas;s__	taxonomic classification defined by topology and ANI	46.48	N/A	N/A	EF559172.1.1492 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Fermentimonas;uncultured bacterium	r10	2021-10-12	Nanopore-Illumina	MQ	10.400597	10.391953	0.23734507	0.22295961	2260643	23970	1.06031779453899	N	Bacteria	 Bacteroidetes	1	0
bin.0047	2591	1869	2	1	0	9	p__Firmicutes (UID239)	29.43	1.63	0	1656146	0	95	95	20142	20142	17433	17433	82807	82807	56.4	1.5	77.07	2786	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU080;f__DTU080;g__;s__	N/A	N/A	GCA_001513395.1	77.4	0.04	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU080;f__DTU080;g__;s__	taxonomic classification defined by topology and ANI	25.39	0.8167869806663477	N/A	HQ183804.1.1473 Bacteria;Firmicutes;Limnochordia;Limnochordales;Limnochordaceae;uncultured Clostridia bacterium	r10	2021-10-12	Nanopore-Illumina	LQ	4.4939184	4.4018416	0.102552705	0.094441615	139026	6929	4.98395983485103	N	Bacteria	 Firmicutes	0	0
bin.0048	3723	2259	6	6	3	20	o__Clostridiales (UID1120)	90.36	4.2	16.67	3246594	0	64	64	84757	84757	50728	50728	298296	298296	39.7	1.23	85.94	3691	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1212;f__UBA1257;g__DUPL01;s__DUPL01 sp012838385	99.46	0.92	GCA_012838385.1	99.46	0.92	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1212;f__UBA1257;g__DUPL01;s__	taxonomic classification defined by topology and ANI	85.55	N/A	N/A	KC846014.1.1506 Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae;Ruminiclostridium;uncultured bacterium	r10	2021-10-12	Nanopore-Illumina	HQ	9.843437	10.1903925	0.2246305	0.21863508	1701991	10636	0.624915172876942	N	Bacteria	 Firmicutes	0	0
bin.0049	3182	1976	0	0	3	13	c__Clostridia (UID1118)	39.14	3.7	0	1901254	0	78	78	37094	37094	24375	24375	125847	125847	34.6	2.13	71.83	3568	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lutisporales;f__Lutisporaceae;g__;s__	N/A	N/A	GCA_012522255.1	77.05	0.06	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lutisporales;f__Lutisporaceae;g__;s__	taxonomic classification defined by topology and ANI	15.43	0.8461864281699921	N/A	NA	r10	2021-10-12	Nanopore-Illumina	LQ	5.253128	3.8820267	0.11987812	0.08328897	171460	9368	5.46366499475096	N	Bacteria	 Firmicutes	0	0
bin.0050	3322	1797	1	2	4	19	o__Clostridiales (UID1125)	86.21	5.95	38.46	2875321	0	77	77	81028	81028	37341	37341	361129	361129	35.1	4.33	79.9	3331	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__;s__	taxonomic classification fully defined by topology	72.46	0.8075240769869424	N/A	GQ133078.1.1391 Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;W5053;uncultured bacterium	r10	2021-10-12	Nanopore-Illumina	MQ	8.0004425	9.433504	0.18257275	0.20239604	1246417	9950	0.798288213334703	N	Bacteria	 Firmicutes	1	0
bin.0051	2590	1315	3	3	3	20	k__Bacteria (UID209)	84.98	1.69	0	1803414	0	45	45	48005	48005	40075	40075	137788	137788	35.6	1.68	72.1	2760	d__Bacteria;p__Caldatribacteriota;c__JS1;o__SB-45;f__UBA6794;g__UBA6794;s__	N/A	N/A	GCA_012520575.1	76.92	0.16	d__Bacteria;p__Caldatribacteriota;c__JS1;o__SB-45;f__UBA6794;g__UBA6794;s__	taxonomic classification defined by topology and ANI	43.72	0.8777267323907708	N/A	EU358731.1.1513 Bacteria;Caldatribacteriota;JS1;uncultured bacterium	r10	2021-10-12	Nanopore-Illumina	MQ	7.41247	6.4836936	0.169155	0.13910781	530318	33289	6.27717708997243	N	Bacteria	 Firmicutes	0	0
bin.0052	2609	1728	2	1	1	14	p__Firmicutes (UID239)	45.57	0	0	1676292	0	48	48	55020	55020	34922	34922	112847	112847	58	1.17	76.24	2859	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__UBA3951;s__UBA3951 sp012841375	98.09	0.83	GCA_012841375.1	98.09	0.83	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__UBA3951;s__	taxonomic classification defined by topology and ANI	25.81	N/A	N/A	FJ205793.1.1298 Bacteria;Firmicutes;D8A-2;uncultured bacterium	r10	2021-10-12	Nanopore-Illumina	LQ	5.344019	6.3594494	0.12195229	0.13644214	324278	5907	1.82158518308365	N	Bacteria	 Firmicutes	0	0
bin.0053	2557	1187	2	2	2	21	p__Firmicutes (UID241)	95.76	2.4	25	2576301	0	20	20	253692	253692	128815	128815	444153	444153	51.2	1.57	86.45	2521	d__Bacteria;p__DTU030;c__DTU030;o__DUMP01;f__DUMP01;g__DUNI01;s__DUNI01 sp012837285	99.03	0.95	GCA_012837285.1	99.03	0.95	d__Bacteria;p__DTU030;c__DTU030;o__DUMP01;f__DUMP01;g__DUNI01;s__	taxonomic classification defined by topology and ANI	92.91	N/A	N/A	HQ155055.1.1385 Bacteria;Firmicutes;Incertae Sedis;Gelria;uncultured prokaryote	r10	2021-10-12	Nanopore-Illumina	HQ	37.170376	54.183826	0.84824026	1.1625152	2480282	24814	1.00045075519638	N	Bacteria	 Firmicutes	0	0
bin.0054	793	414	3	1	1	18	k__Bacteria (UID203)	71.89	1.72	100	580741	0	8	8	318744	318744	72592	72592	318744	318744	32.2	0.9	78.97	771	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__UBA6257;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__UBA6257;g__;s__	taxonomic classification fully defined by topology	49.95	0.7691911268389591	N/A	ASKW01000012.8631.10171 Bacteria;Patescibacteria;Parcubacteria;Candidatus Brennerbacteria;Parcubacteria bacterium SCGC AAA010-E09	r10	2021-10-12	Nanopore-Illumina	MQ	7.8134766	7.438102	0.17830612	0.15958466	173735	3138	1.80619909632486	N	Bacteria	 Actinobacteria	0	0
bin.0055	1852	935	3	3	3	20	k__Bacteria (UID2328)	97.33	1.33	0	1866871	0	27	27	258492	258492	69143	69143	378626	378626	47.4	7.51	88.17	1766	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__UBA3946;s__UBA3946 sp002385755	99.58	0.96	GCA_002385755.1	99.58	0.96	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__UBA3946;s__	taxonomic classification defined by topology and ANI	89.38	N/A	N/A	JF417903.1.1492 Bacteria;Firmicutes;Bacilli;Izemoplasmatales;uncultured bacterium	r10	2021-10-12	Nanopore-Illumina	HQ	68.608185	66.21402	1.5656615	1.4206233	1794735	14795	0.824355684822551	N	Bacteria	 Tenericutes	0	0
bin.0056	1749	805	2	2	2	20	k__Bacteria (UID2328)	98.56	0	0	1713403	0	11	11	435887	435887	155763	155763	450493	450493	46.2	1.34	89.38	1634	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__DTU067;s__DTU067 sp001512995	99.59	0.95	GCA_001512995.1	99.59	0.95	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__DTU067;s__	taxonomic classification defined by topology and ANI	90.77	N/A	N/A	FN667374.1.1462 Bacteria;Firmicutes;Bacilli;Izemoplasmatales;uncultured compost bacterium	r10	2021-10-12	Nanopore-Illumina	HQ	16.551151	14.357099	0.3777027	0.3080319	1370867	2572	0.187618492530639	N	Bacteria	 Firmicutes	0	0
bin.0057	1695	890	1	1	1	19	k__Bacteria (UID1452)	74.24	0	0	1605981	0	5	5	1158071	1158071	321196	321196	1158071	1158071	47.6	0.63	88.83	1690	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__T78 sp012839565	96.46	0.89	GCA_012839565.1	96.46	0.89	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__	taxonomic classification defined by topology and ANI	67.62	N/A	N/A	JX542548.1.1459 Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured bacterium	r10	2021-10-12	Nanopore-Illumina	MQ	15.410288	17.800495	0.35166785	0.38191003	1471017	16945	1.15192414499628	N	Bacteria	 Spirochaetes	0	0
bin.0058	3193	1707	1	1	1	21	c__Deltaproteobacteria (UID3216)	95.03	5.48	0	3369489	0	17	17	2041757	2041757	198205	198205	2041757	2041757	51.4	7.83	87.48	3211	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA8904;s__	N/A	N/A	GCA_012522275.1	80.87	0.69	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA8904;s__	taxonomic classification defined by topology and ANI	91.15	0.9863621864802253	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	FPLM01005714.1.1420 Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Smithellaceae;Smithella;metagenome	r10	2021-10-12	Nanopore-Illumina	MQ	187.71133	205.76483	4.2836347	4.414689	3361266	13402	0.398718816065137	N	Bacteria	 Proteobacteria	2	0
bin.0059	2499	1286	1	1	1	21	k__Bacteria (UID1452)	90.83	2.91	0	2640002	0	11	11	1584232	1584232	240000	240000	1584232	1584232	48.9	9.46	87.82	2508	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Brevefilum;s__Brevefilum fermentans	99.86	0.99	GCF_900184705.1	99.86	0.99	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Brevefilum;s__	taxonomic classification defined by topology and ANI	87.39	N/A	N/A	LT859958.676029.677531 Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;ADurb.Bin120;Brevefilum fermentans	r10	2021-10-12	Nanopore-Illumina	HQ	112.513145	148.98552	2.5675871	3.1964877	2628026	14483	0.551098048497237	N	Bacteria	 Proteobacteria	0	0
bin.0060	795	430	1	2	1	20	k__Bacteria (UID203)	75.29	0	0	650914	0	6	6	576440	576440	108485	108485	576440	576440	32.6	2.39	90.02	769	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__UBA5633;g__JAAZMU01;s__JAAZMU01 sp012798645	99.14	0.97	GCA_012798645.1	99.14	0.97	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__UBA5633;g__;s__	taxonomic classification defined by topology and ANI	65.02	N/A	N/A	CR933068.6.1306 Bacteria;Patescibacteria;Parcubacteria;32-520;uncultured bacterium	r10	2021-10-12	Nanopore-Illumina	MQ	27.16246	24.26994	0.61985636	0.52071214	605812	8115	1.3395244729388	N	Bacteria	 Proteobacteria	0	0
bin.0061	5718	3964	2	1	1	20	k__Bacteria (UID2565)	84.45	0	0	5052784	0	47	47	206802	206802	107506	107506	581400	581400	58.9	3.35	83.37	6191	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalophaeraceae;g__B28-G16;s__	N/A	N/A	GCA_003644175.1	76.25	0.12	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalophaeraceae;g__;s__	taxonomic classification defined by topology and ANI	62.14	0.8949088308330988	N/A	JN516680.1.1350 Bacteria;Planctomycetota;Phycisphaerae;MSBL9;SG8-4;uncultured organism	r10	2021-10-12	Nanopore-Illumina	MQ	11.985091	15.136013	0.27350375	0.3247435	4147033	12064	0.290906776001059	N	Bacteria	 Planctomycetes	0	0
bin.0062	2755	1867	2	1	1	14	o__Clostridiales (UID1120)	40.28	1.75	33.33	1918335	0	83	83	31615	31615	23112	23112	97959	97959	43.9	1.67	78.55	3141	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__JAAYHZ01;f__JAAYHZ01;g__JAAYHZ01;s__JAAYHZ01 sp012744235	98.01	0.73	GCA_012744235.1	98.01	0.73	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	30.69	N/A	N/A	JF417906.1.1502 Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae;uncultured;uncultured bacterium	r10	2021-10-12	Nanopore-Illumina	LQ	5.021595	5.7189527	0.11459446	0.12270025	243031	2876	1.18338812744053	N	Bacteria	 Firmicutes	0	0
bin.0063	4245	2661	1	1	0	20	k__Bacteria (UID2982)	99.28	4.28	37.5	4766336	0	12	12	4599778	4599778	397194	397194	4599778	4599778	60.9	14.23	87.62	4214	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__NGM72-4;g__MWDV01;s__MWDV01 sp002070715	98.26	0.93	GCA_002070715.1	98.26	0.93	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__NGM72-4;g__;s__	taxonomic classification defined by topology and ANI	86.78	N/A	N/A	MWDV01000435.2570.4121 Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;ADurb.Bin118;Verrucomicrobia bacterium ADurb.Bin118	r10	2021-10-12	Nanopore-Illumina	MQ	38.326286	40.75423	0.87461853	0.874383	4749128	2516	0.0529781467250409	N	Bacteria	 Proteobacteria	0	0
bin.0064	2976	1841	2	1	1	20	k__Bacteria (UID2569)	89.47	3.23	0	2489484	0	43	43	126956	126956	57894	57894	341554	341554	33.4	1.46	85.72	3023	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__UBA5266;s__UBA5266 sp012519525	99.58	0.93	GCA_012519525.1	99.58	0.93	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__UBA5266;s__	taxonomic classification defined by topology and ANI	72.46	N/A	N/A	CU917673.1.1356 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;GZKB124;uncultured bacterium	r10	2021-10-12	Nanopore-Illumina	MQ	9.019433	7.1387763	0.20582645	0.15316261	615223	4095	0.665612306431977	N	Bacteria	 Bacteroidetes	1	0
bin.0065	2337	1259	1	1	1	20	k__Bacteria (UID2569)	95.43	0.54	0	2933610	0	8	8	2842538	2842538	366701	366701	2842538	2842538	37.7	10	88.99	2301	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__4484-276;g__RZYY01;s__RZYY01 sp012516825	99.39	0.97	GCA_012516825.1	99.39	0.97	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__4484-276;g__RZYY01;s__	taxonomic classification defined by topology and ANI	92.54	N/A	N/A	FPLM01003243.14.1516 Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;ST-12K33;metagenome	r10	2021-10-12	Nanopore-Illumina	HQ	157.01265	179.61453	3.5830803	3.853634	2927050	1476	0.0504261970243077	N	Bacteria	 Bacteroidetes	1	0
