bin	CDS_total	CDS_hypothetical	X16S	X23S	X5S	unique_tRNA	checkm_marker_lineage	Completeness	Contamination	Strain_heterogeneity	Genome_size_bp	ambiguous_bases	scaffolds	contigs	N50_scaffolds_	N50_contigs_	Mean_scaffold_length_bp	Mean_contig_length_bp	Longest_scaffold_bp	Longest_contig_bp	GC	GC_std_scaffolds__1kbp	Coding_density	predicted_genes	gtdb_classification	fastani_ani	fastani_af	closest_placement_reference	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	msa_percent	red_value	gtdb_warning	silva_taxonomy	mags_workflow_name	mags_workflow_date	mags_workflow_mode	MAG_status	cov_long	cov_ilm	Rabund_long	Rabund_ilm	cmseq_covered_bases	cmseq_polymorphic_bases	percent_snp_rate	cMAG_status	kaiju_domain	kaiju_phylum	AMR_count	VIR_count
bin.0032	3855	1865	5	4	5	21	p__Firmicutes (UID241)	97.46	18.22	40	3993442	65	37	37	326927	326921	107930	107929	858852	858845	49.6	1.46	87.09	3819	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU087;f__DTU087;g__JAAYSL01;s__	N/A	N/A	GCA_012518315.1	92.27	0.9	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU087;f__DTU087;g__;s__	taxonomic classification defined by topology and ANI	81.3	0.967297794216385	Genome has more than 15.0% of markers with multiple hits	HQ156138.1.1370 Bacteria;Firmicutes;Limnochordia;Limnochordales;uncultured;uncultured prokaryote	r9-il	2021-10-27	Nanopore-Illumina	Contaminated	13.67708	6.481366	0.10700174	0.12880284	871684	22625	2.59555068121016	N	Bacteria	 Firmicutes	0	0
bin.0033	1139	519	1	0	0	18	k__Bacteria (UID2328)	98.67	1.33	100	1142456	16	11	11	295578	295575	103859	103858	306987	306987	31	1.05	90.09	1094	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__UBA5453;g__UBA5453;s__UBA5453 sp002427375	99.68	0.98	GCA_012839355.1	99.68	0.98	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__UBA5453;g__UBA5453;s__	taxonomic classification defined by topology and ANI	87.21	N/A	N/A	KJ734840.1.1480 Bacteria;Firmicutes;Bacilli;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;uncultured prokaryote	r9-il	2021-10-27	Nanopore-Illumina	MQ	17.823875	3.494816	0.13944392	0.06945175	37775	65	0.172071475843812	N	Bacteria	 Tenericutes	0	0
bin.0034	2655	1625	1	1	1	20	k__Bacteria (UID1452)	55.71	1.19	0	2196822	76	101	101	29461	29461	21750	21749	144841	144841	64.9	3.72	84.82	2739	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA1429;f__UBA1429;g__;s__	N/A	N/A	GCA_012841405.1	80.71	0.17	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA1429;f__UBA1429;g__;s__	taxonomic classification defined by topology and ANI	31.31	0.8495208558714218	N/A	CU924374.1.1374 Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;uncultured bacterium	r9-il	2021-10-27	Nanopore-Illumina	MQ	5.556517	1.8326073	0.04347105	0.036419023	24072	1295	5.37969425058159	N	Bacteria	 Firmicutes	0	0
bin.0035	2436	1156	1	1	1	20	p__Firmicutes (UID240)	78.74	2.58	14.29	2115611	69	61	61	49852	49852	34682	34681	208523	208518	39.4	2.03	82.41	2483	d__Bacteria;p__Firmicutes_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Tepidanaerobacteraceae;g__DUNY01;s__	N/A	N/A	GCA_012839145.1	85.66	0.57	d__Bacteria;p__Firmicutes_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Tepidanaerobacteraceae;g__;s__	taxonomic classification defined by topology and ANI	61.98	0.9412982205661293	N/A	KX672176.1.1394 Bacteria;Firmicutes;Thermovenabulia;Thermovenabulales;Tepidanaerobacter;uncultured Thermoanaerobacterales bacterium	r9-il	2021-10-27	Nanopore-Illumina	MQ	8.072565	3.1186795	0.06315519	0.061976865	70053	1924	2.74649194181548	N	Bacteria	 Firmicutes	0	0
bin.0036	3011	1389	4	4	4	21	p__Firmicutes (UID1022)	100	19.73	0	3143967	37	8	8	858997	858980	392995	392991	1195843	1195830	49.4	1.66	82.65	3005	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae;g__DTU098;s__DTU098 sp002305915	99.2	0.96	GCA_002305915.1	99.2	0.96	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae;g__DTU098;s__	taxonomic classification defined by topology and ANI	79.51	N/A	Genome has more than 18.3% of markers with multiple hits	KC333938.1.1497 Bacteria;Firmicutes;Desulfotomaculia;Desulfotomaculales;Pelotomaculum;uncultured bacterium	r9-il	2021-10-27	Nanopore-Illumina	Contaminated	13.037688	6.7561946	0.10199951	0.13426444	674552	4500	0.667109429665912	N	Bacteria	 Firmicutes	0	0
bin.0037	1892	1013	2	1	1	18	k__Bacteria (UID2495)	76.72	0	0	1645765	30	52	52	50356	50356	31649	31648	90094	90094	51.7	1.65	90.14	1972	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__CADBQJ01;g__;s__	N/A	N/A	GCF_902796785.1	76.19	0.06	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__;g__;s__	taxonomic classification defined by topology and ANI	64.28	0.808962761862393	N/A	GQ138359.1.1394 Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;uncultured;uncultured bacterium	r9-il	2021-10-27	Nanopore-Illumina	MQ	5.6191163	2.0131426	0.043960787	0.040006764	3200	65	2.03125	N	Bacteria	 Fibrobacteres	0	0
bin.0038	2130	1152	0	0	0	17	k__Bacteria (UID1452)	81.52	3.18	25	2128800	24	39	39	86753	86747	54584	54584	168913	168913	52.3	1.46	86.46	2211	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__	ANI	66.19	0.9709001512554077	N/A	NA	r9-il	2021-10-27	Nanopore-Illumina	MQ	6.3698263	3.1184704	0.04983392	0.06197271	31341	215	0.686002361124406	N	Bacteria	 Chloroflexi	0	0
bin.0039	2648	1470	1	1	1	18	p__Bacteroidetes (UID2605)	76.67	1.67	25	3084228	7	25	25	1902557	1902554	123369	123368	1902557	1902554	48.3	2.49	89.83	2623	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__SR-FBR-E99;s__SR-FBR-E99 sp009881065	98.39	0.83	GCA_009881065.1	98.39	0.83	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__SR-FBR-E99;s__	taxonomic classification defined by topology and ANI	78.88	N/A	N/A	FPLM01000992.16.1523 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes vadinHA17;metagenome	r9-il	2021-10-27	Nanopore-Illumina	MQ	11.835216	6.4382863	0.09259203	0.12794672	588589	6846	1.16312061557386	N	Bacteria	 Bacteroidetes	0	0
bin.0040	1895	916	2	2	1	20	o__Clostridiales (UID1120)	87.57	6.15	86.67	2184369	0	14	14	208868	208868	156026	156026	544180	544180	49.6	1.55	88.94	1858	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__DTU023;g__UBA4923;s__UBA4923 sp012799695	99.07	0.96	GCA_012799695.1	99.07	0.96	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__DTU023;g__UBA4923;s__	taxonomic classification defined by topology and ANI	85.73	N/A	N/A	KC846027.1.1494 Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae;Fastidiosipila;uncultured bacterium	r9-il	2021-10-27	Nanopore-Illumina	MQ	648.21466	384.62366	5.071265	7.643545	2152988	11957	0.555367702931925	N	Bacteria	 Firmicutes	0	0
bin.0041	2973	1391	1	1	1	19	p__Firmicutes (UID239)	84.31	6.37	42.86	3197027	30	36	36	125466	125466	88806	88805	505465	505463	49.8	1.05	85.84	2908	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__UBA4971 sp012841305	97.29	0.88	GCA_012841305.1	97.29	0.88	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__	taxonomic classification defined by topology and ANI	83.68	N/A	N/A	HQ156080.1.1394 Bacteria;Firmicutes;Incertae Sedis;DTU014;uncultured prokaryote	r9-il	2021-10-27	Nanopore-Illumina	MQ	147.14803	78.77581	1.1512029	1.5654953	3056186	44123	1.44372757417251	N	Bacteria	 Firmicutes	0	0
bin.0042	2606	1121	2	2	2	21	c__Deltaproteobacteria (UID3217)	100	0	0	2866732	31	5	5	962758	962753	573346	573340	1246492	1246468	52.1	1.28	87.79	2542	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus;s__Desulfobulbus sp012729435	99.89	0.97	GCA_012729435.1	99.89	0.97	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus;s__	taxonomic classification defined by topology and ANI	87.83	N/A	N/A	KU845305.1.1385 Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Desulfobulbus;Desulfobulbus oligotrophicus	r9-il	2021-10-27	Nanopore-Illumina	HQ	13.097089	5.1410193	0.102464214	0.10216641	231315	207	0.0894883600285325	N	Bacteria	 Proteobacteria	0	0
bin.0043	1194	506	2	2	2	20	k__Bacteria (UID2328)	98	0	0	1339892	0	3	3	698633	698633	446630	446630	698633	698633	31.5	0.4	92.31	1153	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__DUQW01;s__DUQW01 sp012515785	97.85	0.92	GCA_012515785.1	97.85	0.92	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__DUQW01;s__	taxonomic classification defined by topology and ANI	87.67	N/A	N/A	GQ132727.1.1338 Bacteria;Firmicutes;Bacilli;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;uncultured bacterium	r9-il	2021-10-27	Nanopore-Illumina	HQ	173.21202	35.623215	1.3551129	0.7079328	1295540	5324	0.410948330425923	N	Bacteria	 Firmicutes	0	0
bin.0044	1717	780	0	0	0	14	c__Clostridia (UID1085)	43.66	0.54	0	1284533	108	55	55	31276	31276	23355	23353	68391	68391	45.4	1.89	82.43	1829	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU018;s__	N/A	N/A	GCA_003444615.1	97.69	0.58	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU018;s__	taxonomic classification defined by topology and ANI	38.32	0.9967286944818832	N/A	NA	r9-il	2021-10-27	Nanopore-Illumina	LQ	4.336268	1.740259	0.03392451	0.034583807	6627	86	1.29772144258337	N	Bacteria	 Firmicutes	0	0
bin.0045	2428	1210	3	3	3	20	k__Bacteria (UID209)	98.31	1.39	27.27	3063783	0	8	8	1687540	1687540	382972	382972	1687540	1687540	51.7	7.17	85	2411	d__Bacteria;p__Thermotogota;c__Thermotogae;o__MWEM01;f__MWEM01;g__MWEM01;s__MWEM01 sp002071085	99.54	0.97	GCA_002071085.1	99.54	0.97	d__Bacteria;p__Thermotogota;c__Thermotogae;o__MWEM01;f__MWEM01;g__MWEM01;s__	taxonomic classification defined by topology and ANI	93.29	N/A	N/A	FPLM01001840.10.1533 Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;SC103;metagenome	r9-il	2021-10-27	Nanopore-Illumina	HQ	38.777504	19.240238	0.30337325	0.38235724	2918952	1061	0.03634866212257	N	Bacteria	 Firmicutes	0	0
bin.0046	3053	1414	1	1	1	21	c__Deltaproteobacteria (UID3216)	92.9	2.58	0	3202506	3	9	9	1051546	1051546	355834	355833	1192218	1192218	44.3	1.46	87.22	3098	d__Bacteria;p__Desulfobacterota_G;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Syntrophorhabdus;s__Syntrophorhabdus sp002067585	98.89	0.88	GCA_002067585.1	98.89	0.88	d__Bacteria;p__Desulfobacterota_G;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Syntrophorhabdus;s__	taxonomic classification defined by topology and ANI	91.09	N/A	N/A	FPLM01000245.1.1511 Bacteria;Desulfobacterota;Syntrophorhabdia;Syntrophorhabdales;Syntrophorhabdaceae;Syntrophorhabdus;metagenome	r9-il	2021-10-27	Nanopore-Illumina	HQ	36.74061	19.102356	0.28743774	0.37961712	2961942	21930	0.740392620787308	N	Bacteria	 Proteobacteria	0	0
bin.0047	1045	575	1	0	0	8	k__Bacteria (UID2570)	27.01	0.18	0	913827	16	27	27	46390	46390	33845	33844	95077	95075	46.1	1.28	86.74	1156	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__	N/A	N/A	GCA_002356435.2	91.01	0.89	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__	taxonomic classification defined by topology and ANI	25.87	0.9909775276667812	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	GU476602.1.1490 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Petrimonas;bacterium enrichment culture clone BBMC-2	r9-il	2021-10-27	Nanopore-Illumina	LQ	4.55548	1.8376052	0.035639502	0.036518347	5844	143	2.44695414099932	N	Bacteria	 Bacteroidetes	0	0
bin.0048	2077	968	1	1	2	17	p__Firmicutes (UID1022)	55.05	0.63	0	1562571	32	64	64	31962	31962	24415	24414	93860	93858	45.5	2.9	80.02	2240	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Thermacetogeniales;f__Thermacetogeniaceae;g__DTU068;s__DTU068 sp001513545	98.58	0.75	GCA_001513545.1	98.58	0.75	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Thermacetogeniales;f__Thermacetogeniaceae;g__DTU068;s__	taxonomic classification defined by topology and ANI	43.08	N/A	N/A	CZCA01000705.2645.4159 Bacteria;Firmicutes;Thermacetogenia;Thermacetogeniales;Thermacetogeniaceae;Syntrophaceticus;anaerobic digester metagenome	r9-il	2021-10-27	Nanopore-Illumina	MQ	4.751245	2.3259752	0.037171055	0.046223618	22519	470	2.08712642657312	N	Bacteria	 Firmicutes	0	0
bin.0049	834	452	1	1	1	20	k__Bacteria (UID203)	75.55	0	0	792449	0	6	6	598310	598310	132074	132074	598310	598310	33.5	3.15	91.96	788	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA5232;s__	N/A	N/A	GCA_012513575.1	78.57	0.33	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA5232;s__	taxonomic classification defined by topology and ANI	69.43	0.9394249735195411	N/A	GU112185.1.1514 Bacteria;Patescibacteria;Dojkabacteria;uncultured bacterium	r9-il	2021-10-27	Nanopore-Illumina	MQ	24.787273	9.531053	0.19392161	0.18940862	374549	7102	1.89614709957843	N	Bacteria	 Firmicutes	0	0
bin.0050	5931	4073	1	1	1	19	k__Bacteria (UID2565)	81.16	1.61	0	6250583	162	134	134	65122	65122	46646	46644	219825	219825	58.7	1.48	79.65	5939	d__Bacteria;p__OLB16;c__OLB16;o__SURF-12;f__SURF-12;g__JABLXU01;s__	N/A	N/A	GCA_013177805.1	81.62	0.65	d__Bacteria;p__OLB16;c__OLB16;o__SURF-12;f__SURF-12;g__;s__	taxonomic classification defined by topology and ANI	71.89	0.9380137470072039	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	JF344246.1.1520 Bacteria;Sumerlaeota;Sumerlaeia;uncultured;uncultured bacterium	r9-il	2021-10-27	Nanopore-Illumina	MQ	5.0320544	2.6204257	0.039367948	0.052075174	36609	187	0.510803354366413	N	Bacteria	 Proteobacteria	0	0
bin.0051	2750	1424	1	1	1	20	p__Bacteroidetes (UID2605)	97.62	2.46	0	3314251	49	10	10	1665810	1665803	331425	331420	1665810	1665803	35.4	1.96	89.76	2752	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	taxonomic novelty determined using RED	95.49	0.8310444471926424	N/A	GU389675.1.1243 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;SB-5;uncultured bacterium	r9-il	2021-10-27	Nanopore-Illumina	HQ	14.609612	5.755363	0.11429735	0.11437512	462438	1704	0.368481828915444	N	Bacteria	 Bacteroidetes	0	0
bin.0052	1079	489	1	1	1	20	k__Bacteria (UID2329)	96.63	0	0	1098675	19	5	5	265842	265842	219735	219731	469639	469637	32.6	0.42	91.21	1023	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__JAAYSA01;s__JAAYSA01 sp012518455	96.94	0.99	GCA_012518455.1	96.94	0.99	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__;s__	taxonomic classification defined by topology and ANI	84.97	N/A	N/A	FJ205853.1.1308 Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;UCG-004;uncultured bacterium	r9-il	2021-10-27	Nanopore-Illumina	HQ	27.192892	5.3588185	0.2127418	0.10649469	115326	672	0.582696009572863	N	Bacteria	 Tenericutes	0	0
bin.0053	3161	1481	1	1	1	21	c__Deltaproteobacteria (UID3216)	92.37	3.23	0	3380404	1	27	27	457286	457286	125200	125200	997270	997269	57.3	6.75	87.09	3123	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__UBA1062;s__UBA1062 sp001896555	99.36	0.88	GCA_001896555.1	99.36	0.88	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__UBA1062;s__	taxonomic classification defined by topology and ANI	83.8	N/A	N/A	KT167036.1.1386 Bacteria;SAR324 clade(Marine group B);uncultured bacterium	r9-il	2021-10-27	Nanopore-Illumina	HQ	28.818203	13.871407	0.22545733	0.27566358	2252530	10654	0.472979272196153	N	Bacteria	 Proteobacteria	0	0
bin.0054	2701	1196	3	3	3	21	p__Firmicutes (UID241)	95.76	2.82	20	2711740	0	42	42	287246	287246	64565	64565	761648	761648	57.5	7.16	89.65	2635	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU010;f__DTU010;g__DTU010;s__DTU010 sp002391385	99.87	0.99	GCA_002391385.1	99.87	0.99	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU010;f__DTU010;g__DTU010;s__	taxonomic classification defined by topology and ANI	92.63	N/A	N/A	CZCA01001080.28.1546 Bacteria;Firmicutes;Limnochordia;MBA03;anaerobic digester metagenome	r9-il	2021-10-27	Nanopore-Illumina	HQ	69.29991	38.90351	0.5421633	0.7731214	2570367	7380	0.287118532100669	N	Bacteria	 Firmicutes	0	0
bin.0055	2859	1323	2	2	2	18	c__Clostridia (UID1085)	90.67	2.59	11.11	2759096	51	47	47	133925	133925	58704	58703	234725	234725	46.2	2.91	84.35	2844	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU018;s__DTU018 sp002305535	98.92	0.86	GCA_002305535.1	98.92	0.86	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU018;s__	taxonomic classification defined by topology and ANI	88.15	N/A	N/A	FJ825457.1.1386 Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales;Syntrophomonadaceae;Syntrophomonas;uncultured bacterium	r9-il	2021-10-27	Nanopore-Illumina	HQ	7.98117	4.1798697	0.06244016	0.08306567	156763	2574	1.64196908709326	N	Bacteria	 Firmicutes	4	0
bin.0056	7328	4629	2	4	6	18	k__Bacteria (UID203)	81.5	44.98	11.9	5545289	135	291	291	34625	34625	19055	19055	149917	149915	34	1.52	76.39	7720	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__DUMC01;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__DUMC01;g__;s__	taxonomic novelty determined using RED	41.45	0.8402819702663461	Genome has more than 31.7% of markers with multiple hits	HQ727573.1.1486 Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae;UCG-012;uncultured Firmicutes bacterium	r9-il	2021-10-27	Nanopore-Illumina	Contaminated	5.265797	1.8047901	0.04119662	0.03586622	67989	3490	5.1331833090647	N	Bacteria	 Firmicutes	0	0
bin.0057	2848	1335	1	1	1	21	c__Deltaproteobacteria (UID3216)	95.48	7.1	66.67	3122798	11	8	8	1772032	1772021	390349	390348	1772032	1772021	51	2.04	87.29	2852	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA8904;s__	N/A	N/A	GCA_012522275.1	80.95	0.7	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA8904;s__	taxonomic classification defined by topology and ANI	90.01	0.9865046616337497	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	FPLM01005714.1.1420 Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Smithellaceae;Smithella;metagenome	r9-il	2021-10-27	Nanopore-Illumina	MQ	478.64285	192.70366	3.7446313	3.8295596	3008332	9977	0.33164557635261	N	Bacteria	 Proteobacteria	0	0
bin.0058	2695	1650	2	2	2	18	k__Bacteria (UID2569)	96.77	0.27	100	2789914	75	18	18	304833	304807	154995	154991	492305	492291	30.7	1	88.78	2666	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__ML635J-15;g__Bact-19;s__Bact-19 sp002412425	98.82	0.89	GCA_002412425.1	98.82	0.89	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__ML635J-15;g__Bact-19;s__	taxonomic classification defined by topology and ANI	90.31	N/A	N/A	FPLM01006542.18.1520 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;uncultured;metagenome	r9-il	2021-10-27	Nanopore-Illumina	HQ	11.142799	2.7875345	0.08717496	0.05539609	46246	294	0.635730657786619	N	Bacteria	 Bacteroidetes	2	0
bin.0059	4893	3119	3	3	2	21	k__Bacteria (UID1452)	80.1	1.23	0	5489231	131	81	81	114822	114819	67768	67766	313230	313220	68.7	1.18	83.74	5039	d__Bacteria;p__Armatimonadota;c__SYMT01;o__JAAZEB01;f__JAAZEB01;g__JAAZEB01;s__JAAZEB01 sp012512505	99.27	0.88	GCA_012512505.1	99.27	0.88	d__Bacteria;p__Armatimonadota;c__SYMT01;o__JAAZEB01;f__JAAZEB01;g__;s__	taxonomic classification defined by topology and ANI	68.41	N/A	N/A	KT167039.1.1386 Bacteria;Armatimonadota;uncultured;uncultured bacterium	r9-il	2021-10-27	Nanopore-Illumina	MQ	6.0632567	2.7422016	0.04743549	0.0544952	77927	1992	2.5562385309328	N	Bacteria	 Firmicutes	0	0
bin.0060	4876	3250	0	0	0	16	k__Bacteria (UID1452)	75	5	0	5153275	135	217	217	31022	31022	23747	23747	138334	138331	64.2	1.48	80.88	5122	d__Bacteria;p__Armatimonadota;c__CAIYQO01;o__CAIYQO01;f__CAIYQO01;g__;s__	N/A	N/A	GCA_903928345.1	77.68	0.21	d__Bacteria;p__Armatimonadota;c__CAIYQO01;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	67.88	0.81601333973938	N/A	NA	r9-il	2021-10-27	Nanopore-Illumina	MQ	5.2929163	2.659049	0.041408785	0.052842725	118402	1477	1.24744514450769	N	Bacteria	 Proteobacteria	0	0
bin.0061	938	560	1	1	1	19	k__Bacteria (UID203)	63.06	0	0	660135	10	13	13	59328	59328	50779	50778	187142	187142	33.7	1.34	84.98	976	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA2177;s__	N/A	N/A	GCA_012511375.1	80.31	0.66	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA2177;s__	taxonomic classification defined by topology and ANI	44.19	0.953137862244124	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	GU179938.1.1412 Bacteria;Patescibacteria;Dojkabacteria;uncultured candidate division WS6 bacterium	r9-il	2021-10-27	Nanopore-Illumina	MQ	5.9749293	1.5178984	0.04674447	0.030164879	235	1	0.425531914893617	N	Bacteria	 Proteobacteria	0	0
bin.0062	3389	1600	2	2	2	20	k__Bacteria (UID209)	100	22.03	0	3471366	41	44	44	408554	408554	78894	78893	813557	813549	39.7	6.61	81.78	3262	d__Bacteria;p__Caldatribacteriota;c__Caldatribacteriia;o__Caldatribacteriales;f__UBA8910;g__UBA8910;s__UBA8910 sp002069605	99.27	0.96	GCA_002069605.1	99.27	0.96	d__Bacteria;p__Caldatribacteriota;c__Caldatribacteriia;o__Caldatribacteriales;f__UBA8910;g__UBA8910;s__	taxonomic classification defined by topology and ANI	72.56	N/A	Genome has more than 20.8% of markers with multiple hits	AJ306782.1.1566 Bacteria;Caldatribacteriota;Caldatribacteriia;Caldatribacteriales;Caldatribacteriaceae;Candidatus Caldatribacterium;uncultured bacterium	r9-il	2021-10-27	Nanopore-Illumina	Contaminated	14.419166	6.659406	0.11280739	0.13234098	789069	10704	1.35653536002555	N	Bacteria	 Firmicutes	0	0
bin.0063	910	505	1	1	1	20	k__Bacteria (UID1452)	62.38	0	0	731124	51	8	8	161193	161174	91390	91384	205266	205266	30.9	1.09	86.18	889	d__Bacteria;p__Patescibacteria;c__ABY1;o__BM507;f__UBA12465;g__GCA-002840305;s__	N/A	N/A	GCA_002840305.1	77.03	0.13	d__Bacteria;p__Patescibacteria;c__ABY1;o__BM507;f__UBA12465;g__;s__	taxonomic classification defined by topology and ANI	60.45	0.8919993312278965	N/A	AJ853615.1.1557 Bacteria;Patescibacteria;ABY1;Candidatus Falkowbacteria;uncultured bacterium	r9-il	2021-10-27	Nanopore-Illumina	MQ	5.9670706	2.2152882	0.046682984	0.044023957	4103	0	0	N	Bacteria	 Proteobacteria	0	0
bin.0064	2444	1250	1	1	0	16	o__Clostridiales (UID1212)	73.83	3.02	54.55	2117152	57	58	58	47791	47791	36502	36501	126222	126212	38.9	1.24	85.23	2482	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Herbinix;s__Herbinix sp012523775	98.88	0.81	GCA_012523775.1	98.88	0.81	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Herbinix;s__	taxonomic classification defined by topology and ANI	65.48	N/A	N/A	AB486227.1.1440 Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Mobilitalea;uncultured bacterium	r9-il	2021-10-27	Nanopore-Illumina	MQ	5.788014	2.171319	0.045282148	0.04315017	18500	417	2.25405405405405	N	Bacteria	 Firmicutes	0	0
