bin	CDS_total	CDS_hypothetical	X16S	X23S	X5S	unique_tRNA	checkm_marker_lineage	Completeness	Contamination	Strain_heterogeneity	Genome_size_bp	ambiguous_bases	scaffolds	contigs	N50_scaffolds_	N50_contigs_	Mean_scaffold_length_bp	Mean_contig_length_bp	Longest_scaffold_bp	Longest_contig_bp	GC	GC_std_scaffolds__1kbp	Coding_density	predicted_genes	gtdb_classification	fastani_ani	fastani_af	closest_placement_reference	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	msa_percent	red_value	gtdb_warning	silva_taxonomy	mags_workflow_name	mags_workflow_date	mags_workflow_mode	MAG_status	cov_long	cov_ilm	Rabund_long	Rabund_ilm	cmseq_covered_bases	cmseq_polymorphic_bases	percent_snp_rate	cMAG_status	kaiju_domain	kaiju_phylum	AMR_count	VIR_count
bin.0032	1732	858	1	1	0	19	k__Bacteria (UID2328)	93.33	10	9.09	1668423	0	100	100	28687	28687	16684	16684	154041	154041	34	2.1	88.24	1737	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__DUOG01;s__DUOG01 sp012838945	99.18	0.74	GCA_012838945.1	99.18	0.74	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__;s__	taxonomic classification defined by topology and ANI	74.83	N/A	N/A	GQ134591.1.1416 Bacteria;Firmicutes;Bacilli;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;uncultured bacterium	r104	2021-11-03	Nanopore-Illumina	Contaminated	8.942164	6.1805215	0.23420814	0.12951809	289377	1933	0.667986743936111	N	Bacteria	 Firmicutes	0	0
bin.0033	3201	1619	2	1	1	19	p__Firmicutes (UID240)	73.9	7.78	32	2539726	0	132	132	29328	29328	19240	19240	87276	87276	39.2	1.97	82.43	3323	d__Bacteria;p__Firmicutes_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Tepidanaerobacteraceae;g__DUNY01;s__DUNY01 sp012839145	98.13	0.76	GCA_012839145.1	98.13	0.76	d__Bacteria;p__Firmicutes_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Tepidanaerobacteraceae;g__;s__	taxonomic classification defined by topology and ANI	60.53	N/A	N/A	HF563609.250208.251719 Bacteria;Firmicutes;Thermovenabulia;Thermovenabulales;Tepidanaerobacter;Tepidanaerobacter acetatoxydans Re1	r104	2021-11-03	Nanopore-Illumina	MQ	7.1579037	11.81625	0.18747579	0.24761955	1669952	66228	3.96586249185605	N	Bacteria	 Firmicutes	0	0
bin.0034	2501	1261	1	1	1	21	k__Bacteria (UID1452)	90	7.27	0	2726315	0	17	17	1766894	1766894	160371	160371	1766894	1766894	48.6	7.38	88.33	2492	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Brevefilum;s__Brevefilum fermentans	99.87	0.99	GCF_900184705.1	99.87	0.99	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Brevefilum;s__	taxonomic classification defined by topology and ANI	85.53	N/A	N/A	LT859958.676029.677531 Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;ADurb.Bin120;Brevefilum fermentans	r104	2021-11-03	Nanopore-Illumina	MQ	82.05739	145.72897	2.149201	3.0538747	2702238	14711	0.544400604239893	N	Bacteria	 Chloroflexi	0	0
bin.0035	2129	986	1	1	2	19	p__Firmicutes (UID239)	84.26	0	0	1772381	0	20	20	260287	260287	88619	88619	385025	385025	47.1	0.97	85.75	2252	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__UBA3907;s__	N/A	N/A	GCA_002391545.1	81.94	0.25	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__;s__	taxonomic classification defined by topology and ANI	70.08	0.9273801329013682	N/A	CU919470.1.1354 Bacteria;Firmicutes;D8A-2;uncultured bacterium	r104	2021-11-03	Nanopore-Illumina	MQ	9.116885	19.966644	0.23878433	0.41841802	1612331	41777	2.59109326806965	N	Bacteria	 Firmicutes	0	0
bin.0036	2139	1082	2	2	2	19	o__Clostridiales (UID1212)	91.11	1.88	0	2347855	0	24	24	161458	161458	97827	97827	302178	302178	52.2	2.28	87.14	2139	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__DTU078;s__DTU078 sp002385415	99.8	0.96	GCA_002385415.1	99.8	0.96	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__DTU078;s__	taxonomic classification defined by topology and ANI	89.4	N/A	N/A	EU878312.1.1514 Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;uncultured bacterium	r104	2021-11-03	Nanopore-Illumina	HQ	10.486003	14.60687	0.2746435	0.3060994	1946153	14801	0.760526022363093	N	Bacteria	 Firmicutes	0	0
bin.0037	2357	1206	3	3	3	20	k__Bacteria (UID209)	93.22	1.39	27.27	2848976	0	27	27	172084	172084	105517	105517	455275	455275	51.6	1.38	84.19	2355	d__Bacteria;p__Thermotogota;c__Thermotogae;o__MWEM01;f__MWEM01;g__MWEM01;s__MWEM01 sp002071085	99.42	0.92	GCA_002071085.1	99.42	0.92	d__Bacteria;p__Thermotogota;c__Thermotogae;o__MWEM01;f__MWEM01;g__MWEM01;s__	taxonomic classification defined by topology and ANI	87.77	N/A	N/A	FPLM01001840.10.1533 Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;SC103;metagenome	r104	2021-11-03	Nanopore-Illumina	HQ	11.544401	19.41535	0.30236444	0.40686518	2704698	1207	0.0446260543691015	N	Bacteria	 Thermotogae	0	0
bin.0038	2115	939	2	2	2	20	p__Firmicutes (UID239)	80.07	2.45	0	2148993	0	18	18	250603	250603	119388	119388	322223	322223	49.7	1.03	85.91	2059	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__UBA4971 sp012841305	97.47	0.75	GCA_012841305.1	97.47	0.75	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__	taxonomic classification defined by topology and ANI	82.45	N/A	N/A	HQ156080.1.1394 Bacteria;Firmicutes;Incertae Sedis;DTU014;uncultured prokaryote	r104	2021-11-03	Nanopore-Illumina	MQ	46.283978	96.426025	1.2122439	2.0206895	2107677	44266	2.10022693230509	N	Bacteria	 Firmicutes	0	0
bin.0039	2813	1286	1	1	1	21	c__Deltaproteobacteria (UID3216)	93.55	3.23	0	2983355	0	11	11	651516	651516	271214	271214	1406348	1406348	63.3	1.82	87.46	2757	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA4778;g__UBA2192;s__UBA2192 sp012728915	99.91	0.98	GCA_012728915.1	99.91	0.98	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA4778;g__UBA2192;s__	taxonomic classification defined by topology and ANI	89.7	N/A	N/A	CU925038.1.1379 Bacteria;Desulfobacterota;Syntrophia;Syntrophales;uncultured;uncultured bacterium	r104	2021-11-03	Nanopore-Illumina	HQ	20.565916	30.739733	0.5386509	0.64417726	2959798	4422	0.149402087574895	N	Bacteria	 Proteobacteria	0	0
bin.0040	1902	973	1	1	1	20	k__Bacteria (UID1452)	94.14	1.82	0	1913063	0	9	9	315366	315366	212562	212562	706265	706265	47	1.74	89.68	1875	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__T78 sp012839565	96.5	0.89	GCA_012839565.1	96.5	0.89	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__	taxonomic classification defined by topology and ANI	83.05	N/A	N/A	JX542548.1.1459 Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured bacterium	r104	2021-11-03	Nanopore-Illumina	HQ	13.732822	17.394867	0.35968235	0.36452422	1722153	20083	1.16615654938905	N	Bacteria	 Chloroflexi	0	0
bin.0041	2306	1122	3	3	3	20	p__Firmicutes (UID239)	90.76	5.45	22.22	2321862	0	17	17	180281	180281	136580	136580	576769	576769	49.2	0.96	86.44	2260	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__;s__	taxonomic novelty determined using RED	83.22	0.8770814474449946	N/A	KC333936.1.1493 Bacteria;Firmicutes;D8A-2;uncultured bacterium	r104	2021-11-03	Nanopore-Illumina	MQ	30.001535	68.511475	0.7857833	1.4357164	2278446	40591	1.78152126493233	N	Bacteria	 Firmicutes	0	0
bin.0042	3348	1852	1	1	2	19	p__Bacteroidetes (UID2605)	97.7	2.06	0	3982735	0	35	35	195142	195142	113792	113792	609055	609055	45	2.26	90.55	3297	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	N/A	N/A	GCA_012522155.1	83.67	0.89	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	taxonomic classification defined by topology and ANI	95.43	0.9851068537801345	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	KF990102.1.1488 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes vadinHA17;uncultured bacterium	r104	2021-11-03	Nanopore-Illumina	HQ	21.380411	53.958416	0.55998373	1.1307445	3947211	69019	1.74855106554983	N	Bacteria	 Bacteroidetes	0	0
bin.0043	1589	775	2	2	2	20	c__Clostridia (UID1118)	85.75	1.61	50	2099878	0	8	8	1069951	1069951	262484	262484	1069951	1069951	32	0.97	88.47	1528	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__DTU072;g__JAAZJD01;s__JAAZJD01 sp012800525	99.48	0.96	GCA_012800525.1	99.48	0.96	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__DTU072;g__JAAZJD01;s__	taxonomic classification defined by topology and ANI	87.45	N/A	N/A	GQ136544.1.1337 Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;uncultured bacterium	r104	2021-11-03	Nanopore-Illumina	MQ	51.21231	22.924957	1.341324	0.48041198	2013624	1331	0.0660997286484468	N	Bacteria	 Firmicutes	0	0
bin.0044	2524	1186	2	1	1	16	k__Bacteria (UID209)	92.3	0	0	2327887	0	98	98	32158	32158	23753	23753	135237	135237	57.5	2.42	88.35	2578	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__Aminivibrio;s__	N/A	N/A	GCA_012519165.1	82.63	0.72	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__Aminivibrio;s__	taxonomic classification defined by topology and ANI	78.32	0.9677918858520532	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	FPLM01008605.14.1514 Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;uncultured;metagenome	r104	2021-11-03	Nanopore-Illumina	MQ	7.317622	12.098718	0.19165905	0.25353894	1599633	34876	2.18025009486551	N	Bacteria	 Synergistetes	0	0
bin.0045	2840	1632	1	1	1	17	k__Bacteria (UID2569)	67.47	2.75	10	2394342	0	125	125	26192	26192	19154	19154	76660	76660	35.5	1.84	82.69	3046	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	taxonomic novelty determined using RED	57.47	0.8328334870528373	N/A	GU389675.1.1243 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;SB-5;uncultured bacterium	r104	2021-11-03	Nanopore-Illumina	MQ	4.632781	6.4760156	0.12133919	0.13571042	510855	20391	3.99154358868955	N	Bacteria	 Bacteroidetes	0	0
bin.0046	2761	1422	2	2	2	20	p__Firmicutes (UID239)	88.61	2.97	0	2628915	0	38	38	102076	102076	69181	69181	218150	218150	48.4	1.17	85.68	2800	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__;s__	taxonomic novelty determined using RED	81.22	0.8813078092974774	N/A	KC333936.1.1493 Bacteria;Firmicutes;D8A-2;uncultured bacterium	r104	2021-11-03	Nanopore-Illumina	MQ	10.556565	27.019512	0.27649164	0.5662169	2479911	14923	0.601755466224393	N	Bacteria	 Firmicutes	0	0
bin.0047	2227	1159	1	1	1	20	k__Bacteria (UID2569)	95.43	0.54	0	2854347	0	4	4	1653212	1653212	713586	713586	1653212	1653212	37.7	1.07	89.19	2209	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__4484-276;g__RZYY01;s__RZYY01 sp012516825	99.36	0.97	GCA_012516825.1	99.36	0.97	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__4484-276;g__RZYY01;s__	taxonomic classification defined by topology and ANI	95.02	N/A	N/A	FPLM01003243.14.1516 Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;ST-12K33;metagenome	r104	2021-11-03	Nanopore-Illumina	HQ	143.86053	176.92377	3.767914	3.7075877	2851616	847	0.0297024564317215	N	Bacteria	 Bacteroidetes	1	0
bin.0048	2502	1106	2	2	2	20	o__Actinomycetales (UID1697)	92.49	1.42	50	2747807	0	11	11	568117	568117	249800	249800	681815	681815	66	2.98	90.25	2485	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Brevilactibacter;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__;s__	taxonomic novelty determined using RED	96.07	0.9248820218932305	N/A	AB637325.1.1476 Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propioniciclava;uncultured bacterium	r104	2021-11-03	Nanopore-Illumina	HQ	12.687756	18.090809	0.33231053	0.37910828	2431884	1079	0.044368892595206	N	Bacteria	 Actinobacteria	0	0
bin.0049	4501	3162	1	4	2	21	k__Bacteria (UID1452)	72.72	1.85	50	3865941	0	125	125	44458	44458	30927	30927	187006	187006	64.8	1.43	87.21	4449	d__Bacteria;p__Armatimonadota;c__UBA5377;o__UBA1398;f__UBA1398;g__UBA1398;s__	N/A	N/A	GCA_002305165.1	77.94	0.33	d__Bacteria;p__Armatimonadota;c__UBA5377;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	56.3	0.9090058589404459	N/A	JN463564.1.1466 Bacteria;WS1;uncultured organism	r104	2021-11-03	Nanopore-Illumina	MQ	5.524938	10.439216	0.14470607	0.21876265	2184034	2913	0.13337704449656	N	Bacteria	 Proteobacteria	0	0
bin.0050	1424	704	1	1	1	19	o__Clostridiales (UID1212)	52.69	0	0	1229241	0	67	67	32017	32017	18346	18346	125853	125853	46.4	3.03	84.49	1455	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA5446;s__	N/A	N/A	GCA_012513005.1	77.14	0.04	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA5446;s__	taxonomic classification defined by topology and ANI	43.86	0.9430633651053772	N/A	JX528164.1.1426 Bacteria;Firmicutes;Clostridia;Oscillospirales;uncultured;uncultured Ruminococcaceae bacterium	r104	2021-11-03	Nanopore-Illumina	MQ	5.4072847	8.016797	0.14162455	0.1679988	351278	1636	0.465727998906849	N	Bacteria	 Firmicutes	1	0
bin.0051	898	418	0	0	0	10	o__Clostridiales (UID1212)	35.41	0.67	0	684326	0	50	50	17520	17520	13686	13686	68838	68838	44	1.98	82.59	985	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU033;s__	N/A	N/A	GCA_002409375.1	88.88	0.76	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU033;s__	taxonomic classification defined by topology and ANI	34.82	0.9832185186316751	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	NA	r104	2021-11-03	Nanopore-Illumina	LQ	3.6698163	5.361836	0.09611776	0.112361826	71913	271	0.376844242348393	N	Bacteria	 Firmicutes	0	0
bin.0052	1818	865	2	2	2	19	p__Bacteroidetes (UID2605)	93.54	3.33	66.67	2047441	0	8	8	589688	589688	255930	255930	917622	917622	44.5	2.3	92.86	1774	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Bact-11;s__Bact-11 sp002376715	95.32	0.92	GCA_002376715.1	95.32	0.92	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Bact-11;s__	taxonomic classification defined by topology and ANI	91.38	N/A	N/A	AB175383.1.1446 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae RC9 gut group;uncultured bacterium	r104	2021-11-03	Nanopore-Illumina	HQ	136.26933	220.16418	3.5690897	4.613728	2043986	25979	1.27099696377568	N	Bacteria	 Bacteroidetes	0	0
bin.0053	2914	1637	2	0	1	16	p__Firmicutes (UID241)	42.54	4.41	23.08	2231091	0	180	180	18486	18486	12394	12394	70233	70233	48.8	1.39	82.79	3242	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU087;f__DTU087;g__JAAZLW01;s__	N/A	N/A	GCA_012799135.1	84.16	0.47	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU087;f__DTU087;g__;s__	taxonomic classification defined by topology and ANI	32.76	0.9404088726115265	N/A	HQ156138.1.1370 Bacteria;Firmicutes;Limnochordia;Limnochordales;uncultured;uncultured prokaryote	r104	2021-11-03	Nanopore-Illumina	LQ	5.452864	7.2817097	0.14281835	0.15259442	680891	33145	4.86788634304169	N	Bacteria	 Firmicutes	0	0
bin.0054	741	438	1	1	0	15	k__Bacteria (UID1452)	29.21	0	0	590965	0	24	24	40881	40881	24623	24623	67761	67761	42.8	1.61	80.71	789	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__0-14-0-10-38-17;f__0-14-0-10-38-17;g__;s__	N/A	N/A	GCA_002774085.1	77.46	0.12	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	30.91	0.795602265751999	N/A	GU179974.1.1486 Bacteria;Patescibacteria;Microgenomatia;Candidatus Woesebacteria;uncultured Microgenomates group bacterium	r104	2021-11-03	Nanopore-Illumina	LQ	5.0151815	12.359896	0.13135481	0.25901213	409366	15485	3.78267858102529	N	Bacteria	 Proteobacteria	0	0
bin.0055	1938	804	2	2	2	20	p__Firmicutes (UID239)	90.2	0.49	0	1953336	0	8	8	496719	496719	244167	244167	508664	508664	49.7	0.72	85.95	1883	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__UBA4971 sp900019985	99.83	0.93	GCA_900019985.1	99.83	0.93	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__	taxonomic classification defined by topology and ANI	88.66	N/A	N/A	CZCB01000884.131.1652 Bacteria;Firmicutes;Incertae Sedis;DTU014;anaerobic digester metagenome	r104	2021-11-03	Nanopore-Illumina	HQ	15.697887	33.485966	0.41115022	0.70172685	1928103	14362	0.744877218696304	N	Bacteria	 Firmicutes	0	0
bin.0056	2085	1033	0	0	0	16	k__Bacteria (UID209)	74.58	5.08	0	1678954	0	59	59	47907	47907	28456	28456	105692	105692	37.1	9.18	79.75	2168	d__Bacteria;p__Caldatribacteriota;c__JS1;o__SB-45;f__UBA6794;g__UBA6794;s__	N/A	N/A	GCA_012520575.1	76.87	0.13	d__Bacteria;p__Caldatribacteriota;c__JS1;o__SB-45;f__UBA6794;g__UBA6794;s__	taxonomic classification defined by topology and ANI	53.7	0.8765116535084425	N/A	NA	r104	2021-11-03	Nanopore-Illumina	MQ	6.0430193	7.069755	0.15827535	0.14815274	534074	30418	5.69546542239465	N	Bacteria	 Firmicutes	0	0
bin.0057	2902	1457	1	2	2	20	p__Firmicutes (UID241)	78.32	3.48	12.5	2255795	0	81	81	38973	38973	27849	27849	94974	94974	49.6	0.91	84.85	3039	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU087;f__DTU087;g__JAAZMF01;s__	N/A	N/A	GCA_012798955.1	84.36	0.65	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU087;f__DTU087;g__JAAZMF01;s__	taxonomic classification defined by topology and ANI	65.95	0.9660194415307446	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	KX672709.1.1394 Bacteria;Firmicutes;Limnochordia;Limnochordales;uncultured;uncultured Clostridia bacterium	r104	2021-11-03	Nanopore-Illumina	MQ	5.7280536	9.388675	0.15002595	0.19674766	1020065	11454	1.12286962105356	N	Bacteria	 Firmicutes	0	0
bin.0058	2207	953	2	2	2	21	k__Bacteria (UID209)	93.07	6.39	0	2007854	0	64	64	60393	60393	31372	31372	324023	324023	45	2.6	87.91	2243	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Acetomicrobiaceae;g__Acetomicrobium;s__Acetomicrobium sp012518015	99.14	0.94	GCA_012518015.1	99.14	0.94	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Acetomicrobiaceae;g__Acetomicrobium;s__	taxonomic classification defined by topology and ANI	79.05	N/A	N/A	EU878326.1.1524 Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Acetomicrobium;uncultured bacterium	r104	2021-11-03	Nanopore-Illumina	MQ	9.626333	17.465828	0.2521275	0.3660113	1589268	27195	1.71116514017774	N	Bacteria	 Synergistetes	0	0
bin.0059	3660	2230	3	3	3	20	k__Bacteria (UID2570)	90.89	7.38	26.32	3955357	0	63	63	143569	143569	62783	62783	375376	375376	49.8	2.92	88.36	3868	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Fermentimonas;s__Fermentimonas sp012838585	99.15	0.94	GCA_012838585.1	99.15	0.94	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Fermentimonas;s__	taxonomic classification defined by topology and ANI	82.71	N/A	N/A	KX672709.1.1394 Bacteria;Firmicutes;Limnochordia;Limnochordales;uncultured;uncultured Clostridia bacterium	r104	2021-11-03	Nanopore-Illumina	MQ	11.788602	10.435942	0.30876043	0.21869403	2286038	25019	1.09442625188208	N	Bacteria	 Bacteroidetes	0	0
bin.0060	2401	1408	2	2	2	20	p__Euryarchaeota (UID49)	98.04	0.65	0	2532608	0	1	1	2532608	2532608	2532608	2532608	2532608	2532608	53	0	85.19	2414	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__	taxonomic classification defined by topology and ANI	97.5	0.9703731741207517	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	AJ576227.1.1402 Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosaetaceae;Methanosaeta;uncultured archaeon	r104	2021-11-03	Nanopore-Illumina	HQ	42.641357	89.75917	1.1168385	1.8809798	2532091	147	0.00580547855507563	Y	Archaea	 Euryarchaeota	0	0
bin.0061	868	506	1	1	1	19	k__Bacteria (UID203)	62.27	0	0	700402	0	16	16	59001	59001	43775	43775	137455	137455	33.3	1.38	88.22	847	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA5232;s__	N/A	N/A	GCA_012513575.1	78.65	0.29	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA5232;s__	taxonomic classification defined by topology and ANI	54.52	0.9401155711437138	N/A	GU112185.1.1514 Bacteria;Patescibacteria;Dojkabacteria;uncultured bacterium	r104	2021-11-03	Nanopore-Illumina	MQ	6.970209	9.207081	0.18255979	0.19294222	328668	7278	2.21439263938077	N	Bacteria	 Firmicutes	0	0
bin.0062	670	323	1	0	0	20	k__Bacteria (UID203)	59.14	0	0	544328	0	9	9	91384	91384	60480	60480	212952	212952	32.4	1.89	82.61	633	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__UBA6257;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__UBA6257;g__;s__	taxonomic classification fully defined by topology	52.49	0.7704663948411662	N/A	DQ330672.1.1380 Bacteria;Patescibacteria;WWE3;uncultured Parcubacteria group bacterium	r104	2021-11-03	Nanopore-Illumina	MQ	5.402635	7.5782022	0.14150278	0.15880768	165563	3071	1.85488303546082	N	Bacteria	 Actinobacteria	0	0
bin.0063	2940	1392	4	4	4	21	p__Firmicutes (UID241)	95.34	5.16	30	2783525	0	63	63	249242	249242	44182	44182	660625	660625	57.2	8.29	88.64	2867	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU010;f__DTU010;g__DTU010;s__DTU010 sp002391385	99.78	0.98	GCA_002391385.1	99.78	0.98	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU010;f__DTU010;g__DTU010;s__	taxonomic classification defined by topology and ANI	85.27	N/A	N/A	CZCA01001080.28.1546 Bacteria;Firmicutes;Limnochordia;MBA03;anaerobic digester metagenome	r104	2021-11-03	Nanopore-Illumina	MQ	21.430931	46.205746	0.5613069	0.96828073	2686317	11696	0.435391653330564	N	Bacteria	 Firmicutes	0	0
bin.0064	1486	734	0	0	0	14	k__Bacteria (UID2328)	89.33	1.33	0	1561921	0	58	58	42296	42296	26929	26929	119208	119208	42.6	1.97	90.77	1486	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__UBA1427;s__UBA1427 sp002329485	99.61	0.84	GCA_002329485.1	99.61	0.84	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__UBA1427;s__	taxonomic classification defined by topology and ANI	81.89	N/A	N/A	NA	r104	2021-11-03	Nanopore-Illumina	MQ	10.671691	8.104277	0.27950692	0.169832	525845	5581	1.06133936806473	N	Bacteria	 Firmicutes	0	0
bin.0065	740	475	0	0	0	10	k__Bacteria (UID2982)	22.41	0	0	587872	0	66	66	10742	10742	8907	8907	23273	23273	51.8	3.49	85.28	860	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1412;g__UBA1412;s__	N/A	N/A	GCA_002305615.1	81.08	0.42	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1412;g__UBA1412;s__	taxonomic classification defined by topology and ANI	19.46	0.9587837517751896	N/A	NA	r104	2021-11-03	Nanopore-Illumina	LQ	3.3931282	2.466374	0.0888709	0.05168497	3680	28	0.760869565217391	N	Bacteria	 Bacteroidetes	0	0
